,RelativeTotalCites,project_muse_388510,pq21-0324,ContentServer.asp-5,ContentServer.asp-8,1398236,project_muse_439820,MURRAY-1993-Ethos,Gilead2008_Article_AHumeanArgumentForPersonalIden,533Cottrell,humes_theory_of_the_self_and_its_identity,acpq_1995_0069_0003_0485_0501&pdfname=acpq_1995_0069_0003_0091_0107,Flage_et_al-1984-The_Southern_Journal_of_Philosophy,ContentServer.asp-6,pq30-0061,2653404-2,project_muse_388443,fzt013,project_muse_439818,2182635,project_muse_391081,project_muse_383238,2660181,project_muse_227867,SIRTCO.1,31448-231447-1-PB,WINKLER-2010-Philosophical_Books,project_muse_390704,pq9-0097,project_muse_382731,project_muse_403836,1399612,project_muse_389409,20131803,20009239,ContentServer.asp-3,project_muse_382681,project_muse_388506,project_muse_383386,project_muse_399569,27902511,Levin2007_Article_BundlingHumeWithKripkenstein,out,acpq_1990_0064_0002_0233_0247,Projection and Realism in Hume's Philosophy coventry review,project_muse_389389,27744766,project_muse_388507,ContentServer.asp-2,20532746,project_muse_389490,43155096,Schwerin2012_Article_HumeOnTheSelf,project_muse_389493,41441496,humes_theory_of_the_self_revisited,project_muse_388509,2106947,2239-Article Text-2582-1-10-20140925,Kail-2008-European_Journal_of_Philosophy,20126883,project_muse_365207,ipq_2004_0044_0002_0276_0278&pdfname=ipq_2004_0044_0002_0134_0136,26303717,20708617,project_muse_596651,project_muse_383297,project_muse_228761,fshow,project_muse_385510,9780470776377.ch8,2184977,ContentServer.asp-7,project_muse_383344,ContentServer.asp-4,40232176,project_muse_553401,27745095,23598030,Prolegomena_11_2_2012_Article_Lybaert,Projection and Realism in Hume s Philosophy,project_muse_382933,project_muse_511194,3327575,project_muse_382726,24439665,project_muse_383319
humes_theory_of_the_self_and_its_identity,163.80099999999862,162.79399999999995,143.34200000000007,200.00600000000009,198.02600000000012,100.00199999999998,163.4549999999998,100.00199999999998,200.00200000000004,186.98600000000013,0.0,161.59199999999987,198.15200000000007,194.77299999999988,105.467,161.1229999999999,171.06300000000022,189.47499999999994,100.00199999999998,100.00199999999998,169.96199999999996,153.28800000000012,188.90900000000008,154.749,100.00199999999998,167.92099999999982,180.99400000000003,176.77600000000004,178.07700000000006,188.88200000000003,150.21599999999995,131.68699999999998,100.00199999999998,200.00299999999996,100.00199999999998,197.8610000000002,200.00099999999998,150.0010000000006,117.17700000000005,198.03600000000012,100.00199999999998,180.56900000000016,177.5419999999997,154.44099999999995,191.97700000000003,192.1620000000001,121.25200000000002,141.15200000000002,100.00199999999998,200.02000000000024,194.11200000000002,200.00400000000005,167.65300000000008,130.82899999999998,155.38000000000005,149.03200000000004,167.00300000000013,196.0840000000001,200.00200000000004,182.42899999999977,165.01100000000008,200.00400000000005,186.20399999999984,200.0020000000001,164.89400000000003,142.49600000000007,100.00199999999998,181.84100000000035,200.0020000000001,199.99600000000004,126.78300000000004,162.57800000000003,200.00600000000009,139.70500000000007,174.20600000000002,175.57399999999936,166.18699999999995,135.54699999999997,100.00199999999998,200.00199999999995,100.00199999999998,195.56000000000014,199.99700000000007,171.10499999999996,186.81499999999977,187.8600000000005,200.005
acpq_1995_0069_0003_0485_0501&pdfname=acpq_1995_0069_0003_0091_0107,141.50700000000072,167.24600000000012,163.73799999999997,200.01199999999992,194.886,100.00799999999998,146.8330000000003,100.00799999999998,197.21799999999988,126.70799999999996,161.59199999999987,0.0,186.5779999999999,181.19299999999973,169.33499999999995,115.82499999999996,174.57099999999994,190.7369999999998,100.00799999999998,100.00799999999998,138.5239999999999,132.7380000000001,181.97499999999982,133.42499999999995,100.00799999999998,164.07299999999975,177.10199999999992,183.34399999999988,165.18499999999992,185.65999999999985,164.5699999999999,177.503,100.00799999999998,190.7469999999998,100.00799999999998,192.311,166.67499999999998,148.57900000000006,139.13900000000007,197.45199999999994,100.00799999999998,181.72899999999996,172.4600000000006,158.16500000000002,191.8029999999999,196.3059999999999,157.43199999999996,106.91800000000002,100.00799999999998,187.486,126.5399999999999,200.00999999999988,188.90299999999996,144.29299999999992,169.57599999999988,188.904,175.14899999999992,197.91999999999996,177.77599999999993,182.4449999999997,138.55099999999993,193.06999999999985,185.49999999999986,198.45199999999997,156.51599999999988,160.93000000000012,100.00799999999998,182.67900000000023,198.77399999999997,198.6119999999999,138.86099999999996,151.7399999999999,200.01199999999992,169.43099999999978,166.43999999999997,177.00399999999993,155.2130000000001,106.37299999999995,100.00799999999998,144.444,100.00799999999998,147.67200000000005,200.0029999999999,127.17299999999982,193.32299999999978,180.1840000000004,197.23299999999986
Flage_et_al-1984-The_Southern_Journal_of_Philosophy,185.65499999999855,193.5179999999999,189.63799999999995,200.01,189.99599999999998,100.00599999999999,185.09899999999976,100.00599999999999,200.00599999999997,188.25400000000016,198.15200000000007,186.5779999999999,0.0,191.0309999999998,198.77100000000002,196.3029999999999,194.01900000000023,199.99699999999987,100.00599999999999,100.00599999999999,190.33400000000023,183.4159999999999,187.67899999999997,173.06699999999992,100.00599999999999,182.875,186.30200000000002,173.73399999999995,186.28699999999986,196.29999999999998,196.31000000000003,196.303,100.00599999999999,177.13099999999983,100.00599999999999,194.16300000000007,200.005,190.99299999999997,191.6369999999998,200.00599999999991,100.00599999999999,190.98100000000008,186.42600000000039,181.7810000000001,167.38099999999997,196.30399999999997,196.30600000000007,191.28199999999993,100.00599999999999,174.33600000000007,200.00199999999992,200.00799999999995,196.305,200.00899999999996,180.8160000000002,196.30599999999998,196.29699999999997,200.00799999999992,200.00599999999991,191.9809999999999,196.00300000000001,166.21399999999994,191.082,200.00599999999991,189.5499999999999,192.3479999999997,100.00599999999999,192.2610000000004,200.00599999999991,188.88799999999992,195.17500000000007,187.824,200.01,184.98500000000018,187.24199999999988,194.7399999999993,178.68699999999978,190.56300000000002,100.00599999999999,200.00599999999997,100.00599999999999,196.4260000000001,195.98899999999995,200.00699999999995,199.9949999999997,171.60000000000048,188.89699999999988
ContentServer.asp-6,155.89199999999857,187.9369999999999,192.3369999999999,191.98700000000017,186.7129999999996,100.0270000000002,195.12999999999977,100.0270000000002,195.2629999999997,172.80700000000013,194.77299999999988,181.19299999999973,191.0309999999998,0.0,200.02599999999984,183.77799999999974,184.5740000000003,182.26799999999997,100.0270000000002,100.0270000000002,193.53500000000054,172.49100000000016,176.23800000000014,183.99800000000002,100.0270000000002,180.52199999999962,161.1969999999998,196.33699999999988,194.36399999999978,174.57100000000017,191.17300000000003,200.0259999999998,100.0270000000002,185.59199999999996,100.0270000000002,178.4479999999998,200.02600000000018,172.33999999999983,189.8739999999996,196.85099999999946,100.0270000000002,176.38600000000025,164.65100000000027,186.3479999999999,186.71399999999983,192.879,197.1009999999999,180.5950000000001,100.0270000000002,160.86899999999994,187.78499999999988,197.42499999999978,200.02799999999976,186.3219999999999,185.66300000000032,199.7589999999998,196.444,192.87899999999945,199.233,189.82200000000046,194.25600000000003,192.379,173.33299999999988,198.4389999999994,169.72700000000003,188.4229999999998,100.0270000000002,171.60800000000032,199.23299999999944,185.82099999999994,186.24799999999996,191.10699999999983,191.98700000000017,193.53999999999996,195.05700000000002,185.63099999999906,167.8359999999999,186.65999999999985,100.0270000000002,200.02700000000016,100.0270000000002,189.10900000000015,198.03599999999966,187.32400000000018,180.34199999999984,180.7589999999996,192.48599999999956
pq30-0061,166.0959999999985,166.59899999999988,144.93499999999997,200.00300000000004,199.9890000000001,99.99900000000001,170.43199999999973,99.99900000000001,199.99899999999997,189.0630000000002,105.467,169.33499999999995,198.77100000000002,200.02599999999984,0.0,159.43999999999997,175.84800000000024,199.98999999999992,99.99900000000001,99.99900000000001,177.51099999999997,159.12299999999996,188.906,147.60399999999996,99.99900000000001,172.1919999999999,192.18500000000003,175.09099999999998,178.35799999999998,190.27300000000002,164.085,106.60200000000002,99.99900000000001,199.99999999999994,99.99900000000001,197.85800000000017,199.998,160.4140000000003,105.66000000000014,199.99900000000002,99.99900000000001,173.81800000000007,182.20699999999974,163.80400000000003,199.99000000000004,190.47700000000003,106.75900000000004,153.50700000000012,99.99900000000001,200.0170000000002,199.99499999999998,200.001,166.67400000000004,154.76600000000005,158.62900000000005,152.39300000000003,159.03,200.0010000000001,199.99900000000002,182.87799999999976,160.00800000000007,200.00100000000003,183.03699999999998,199.99900000000002,156.261,141.61100000000005,99.99900000000001,192.7880000000005,199.99900000000002,197.21499999999997,129.54000000000008,166.073,200.00300000000004,145.9780000000002,177.19299999999998,174.9849999999992,168.66799999999995,142.426,99.99900000000001,199.99899999999997,99.99900000000001,195.5570000000001,199.99400000000003,182.154,195.28399999999976,189.12500000000048,200.00199999999995
2653404-2,136.66800000000063,150.3970000000001,153.85099999999997,200.00299999999996,195.05899999999994,99.99899999999994,144.31400000000033,99.99899999999994,195.06899999999993,129.15099999999987,161.1229999999999,115.82499999999996,196.3029999999999,183.77799999999974,159.43999999999997,0.0,160.64199999999994,184.41799999999992,99.99899999999994,99.99899999999994,121.31099999999995,137.67700000000002,177.1599999999999,120.22599999999994,99.99899999999994,154.09999999999988,183.31299999999993,142.68899999999996,144.212,176.67499999999998,160.399,139.45399999999998,99.99899999999994,199.99999999999983,99.99899999999994,193.55800000000005,161.38399999999993,148.44800000000023,124.60399999999998,197.04099999999994,99.99899999999994,175.32599999999994,175.72500000000016,155.184,199.00399999999988,175.86299999999991,126.451,111.61300000000001,99.99899999999994,197.42100000000002,137.91099999999994,197.703,158.618,165.50800000000004,163.77100000000002,159.76699999999997,150.29999999999998,193.59499999999997,193.10299999999998,173.5039999999997,137.51399999999998,200.0009999999999,183.6249999999998,196.05499999999992,176.57299999999995,138.8190000000003,99.99899999999994,167.50800000000032,199.01299999999986,199.99299999999985,136.70599999999993,137.631,200.00299999999996,164.64199999999985,158.61699999999996,162.61100000000016,142.5640000000001,115.33799999999992,99.99899999999994,143.68099999999995,99.99899999999994,140.36900000000003,194.24799999999996,131.116,187.85999999999981,185.00900000000038,200.0019999999998
project_muse_388443,154.3859999999986,122.101,167.34300000000013,199.9910000000002,199.97700000000043,99.98699999999994,177.8280000000001,99.98699999999994,199.9870000000002,180.92100000000016,171.06300000000022,174.57099999999994,194.01900000000023,184.5740000000003,175.84800000000024,160.64199999999994,0.0,164.58200000000005,99.98699999999994,99.98699999999994,171.51100000000022,161.2290000000002,182.3900000000002,168.27600000000018,99.98699999999994,164.40200000000004,178.13700000000026,184.06100000000015,160.95800000000017,193.48700000000025,155.13099999999994,168.94400000000024,99.98699999999994,199.98800000000023,99.98699999999994,196.74800000000045,199.00999999999993,160.73200000000037,165.13000000000034,199.98700000000036,99.98699999999994,179.6680000000003,170.505,168.87800000000001,197.42200000000022,198.36300000000034,173.7890000000003,152.26700000000014,99.98699999999994,192.5210000000003,195.10300000000018,199.98900000000012,193.49200000000027,175.61600000000027,173.76700000000025,188.62100000000024,179.07600000000028,193.48500000000027,199.98700000000022,185.46800000000005,181.93800000000027,199.98900000000032,194.171,199.98700000000034,167.43300000000016,143.03299999999987,99.98699999999994,142.97800000000024,199.98700000000034,199.98100000000034,168.0980000000003,152.44500000000002,199.9910000000002,162.87600000000026,189.25500000000017,172.84899999999922,166.93000000000018,175.40600000000026,99.98699999999994,195.1069999999999,99.98699999999994,130.68699999999993,199.98200000000034,173.9879999999999,164.5939999999998,190.20500000000067,199.9900000000003
fzt013,187.5379999999986,171.39299999999994,193.33700000000002,199.99499999999983,189.9809999999999,99.991,197.29799999999997,99.991,199.99099999999987,187.307,189.47499999999994,190.7369999999998,199.99699999999987,182.26799999999997,199.98999999999992,184.41799999999992,164.58200000000005,0.0,99.991,99.991,173.15899999999993,187.671,146.49999999999991,197.952,99.991,185.99799999999956,183.09099999999992,187.5389999999999,196.48599999999982,199.98699999999997,185.22699999999992,198.06599999999992,99.991,186.84199999999979,99.991,197.84999999999988,199.99,191.83400000000003,199.50399999999976,199.9909999999999,99.991,179.256,183.66500000000036,185.586,197.34999999999988,199.99099999999987,199.993,192.67700000000002,99.991,193.80900000000008,185.95299999999995,199.99299999999994,199.9919999999999,197.3619999999999,199.9790000000002,199.99299999999994,199.98399999999992,197.3609999999999,199.99099999999987,194.08200000000014,199.99999999999994,199.99299999999994,196.58499999999987,199.9909999999999,189.58299999999997,188.63299999999987,99.991,180.2800000000003,199.9909999999999,199.98499999999984,199.144,195.28899999999987,199.99499999999983,196.9519999999999,199.98699999999985,192.8369999999991,191.9299999999995,193.934,99.991,199.99099999999999,99.991,166.3110000000001,199.98599999999988,196.48599999999993,191.3539999999997,197.89900000000023,199.9939999999998
project_muse_439818,99.9970000000006,99.99200000000005,100.01200000000004,100.00399999999998,99.99000000000004,0,100.01300000000003,0,100.00000000000001,99.98800000000001,100.00199999999998,100.00799999999998,100.00599999999999,100.0270000000002,99.99900000000001,99.99899999999994,99.98699999999994,99.991,0,0,100.00199999999998,100.02200000000009,100.01299999999998,100.00299999999996,0,99.99100000000013,99.998,100.002,100.00099999999999,99.99600000000001,100.006,99.99900000000002,0,100.0009999999999,0,100.00900000000011,99.999,99.96700000000018,100.01700000000008,100.0,0,100.00500000000002,99.99000000000068,100.00500000000005,99.99099999999997,100.0,100.00200000000004,99.98399999999998,0,100.01800000000007,99.99600000000002,100.00200000000001,100.00099999999999,100.00300000000006,99.98799999999996,100.00200000000002,99.99300000000005,100.00200000000004,100.0,99.9889999999999,100.00900000000001,100.00199999999995,99.96999999999994,100.0,100.00599999999996,99.99400000000031,0,99.97500000000007,100.0,99.99399999999991,100.00100000000005,100.00599999999997,100.00399999999998,99.989,99.99600000000002,99.99600000000012,100.01900000000033,100.00699999999996,0,100.0,0,99.99800000000002,99.99499999999999,100.001,99.98899999999993,100.02000000000042,100.00299999999993
2182635,99.9970000000006,99.99200000000005,100.01200000000004,100.00399999999998,99.99000000000004,0,100.01300000000003,0,100.00000000000001,99.98800000000001,100.00199999999998,100.00799999999998,100.00599999999999,100.0270000000002,99.99900000000001,99.99899999999994,99.98699999999994,99.991,0,0,100.00199999999998,100.02200000000009,100.01299999999998,100.00299999999996,0,99.99100000000013,99.998,100.002,100.00099999999999,99.99600000000001,100.006,99.99900000000002,0,100.0009999999999,0,100.00900000000011,99.999,99.96700000000018,100.01700000000008,100.0,0,100.00500000000002,99.99000000000068,100.00500000000005,99.99099999999997,100.0,100.00200000000004,99.98399999999998,0,100.01800000000007,99.99600000000002,100.00200000000001,100.00099999999999,100.00300000000006,99.98799999999996,100.00200000000002,99.99300000000005,100.00200000000004,100.0,99.9889999999999,100.00900000000001,100.00199999999995,99.96999999999994,100.0,100.00599999999996,99.99400000000031,0,99.97500000000007,100.0,99.99399999999991,100.00100000000005,100.00599999999997,100.00399999999998,99.989,99.99600000000002,99.99600000000012,100.01900000000033,100.00699999999996,0,100.0,0,99.99800000000002,99.99499999999999,100.001,99.98899999999993,100.02000000000042,100.00299999999993
project_muse_391081,144.45699999999886,133.56400000000005,176.91799999999998,200.00600000000057,199.99200000000064,100.00199999999998,154.56499999999988,100.00199999999998,200.00200000000055,153.14,169.96199999999996,138.5239999999999,190.33400000000023,193.53500000000054,177.51099999999997,121.31099999999995,171.51100000000022,173.15899999999993,100.00199999999998,100.00199999999998,0.0,131.92199999999997,181.02900000000048,148.395,100.00199999999998,160.061,185.78600000000057,168.2419999999999,174.625,186.502,175.26999999999992,171.35899999999998,100.00199999999998,196.35100000000043,100.00199999999998,195.64100000000064,184.68099999999998,148.44300000000007,151.23100000000002,200.00200000000058,100.00199999999998,185.65100000000064,169.85600000000048,158.25499999999997,198.55300000000037,195.0060000000005,154.29799999999994,124.76599999999998,100.00199999999998,191.00800000000058,165.01199999999997,200.004,184.01500000000001,180.81900000000002,174.85200000000012,176.676,177.57299999999995,196.6720000000006,190.00200000000058,150.46099999999998,160.82900000000006,198.7240000000004,175.77000000000024,200.00200000000058,178.0759999999999,163.25199999999978,100.00199999999998,181.60300000000038,200.00200000000058,196.66400000000053,147.96499999999995,157.2099999999999,200.00600000000057,174.7489999999999,167.6220000000006,173.14599999999925,150.62300000000008,148.55500000000006,100.00199999999998,176.68199999999996,100.00199999999998,150.4160000000001,198.88700000000057,172.243,186.25299999999984,188.8820000000008,198.3390000000005
project_muse_383238,128.99100000000072,157.20799999999988,151.02000000000015,198.29400000000007,182.88600000000002,100.02200000000009,153.21099999999979,100.02200000000009,198.29000000000008,149.6340000000001,153.28800000000012,132.7380000000001,183.4159999999999,172.49100000000016,159.12299999999996,137.67700000000002,161.2290000000002,187.671,100.02200000000009,100.02200000000009,131.92199999999997,0.0,178.14500000000007,125.34700000000016,100.02200000000009,148.8589999999998,170.956,166.21799999999993,173.17700000000005,175.27600000000018,162.17799999999994,167.59900000000005,100.02200000000009,191.35899999999984,100.02200000000009,190.21300000000002,192.2330000000001,127.47700000000005,126.45699999999998,199.15599999999995,100.02200000000009,174.22700000000023,161.89600000000067,143.65100000000004,169.887,195.69400000000013,152.346,112.6260000000001,100.02200000000009,179.944,170.79199999999997,200.0240000000001,186.82299999999998,154.75100000000003,151.6340000000001,179.248,168.73500000000004,189.62800000000004,194.8220000000001,167.20299999999978,149.99700000000004,196.12599999999995,177.7699999999999,199.15599999999995,157.71200000000013,144.01000000000002,100.02200000000009,180.7370000000003,199.15599999999998,189.10199999999986,131.6230000000001,145.23000000000005,198.29400000000007,168.67699999999994,175.06600000000012,163.60599999999934,140.9529999999999,146.41900000000004,100.02200000000009,181.84200000000007,100.02200000000009,165.92200000000014,198.50099999999998,157.94300000000015,180.11099999999996,177.63200000000035,199.3749999999998
2660181,179.7799999999985,180.65699999999995,186.31900000000005,175.007,179.723,100.01299999999998,187.78399999999993,100.01299999999998,200.01299999999986,186.28900000000013,188.90900000000008,181.97499999999982,187.67899999999997,176.23800000000014,188.906,177.1599999999999,182.3900000000002,146.49999999999991,100.01299999999998,100.01299999999998,181.02900000000048,178.14500000000007,0.0,176.53400000000002,100.01299999999998,185.91800000000018,181.3949999999997,183.283,190.25199999999998,190.75499999999997,189.647,188.90599999999998,100.01299999999998,185.95199999999997,100.01299999999998,177.03599999999986,200.01199999999997,181.89799999999994,188.17399999999975,200.01299999999983,100.01299999999998,178.45800000000003,182.61899999999963,183.82600000000016,182.98199999999997,196.31099999999992,189.8350000000001,182.107,100.01299999999998,186.3829999999995,200.00900000000001,200.015,188.908,200.016,181.28100000000023,188.90900000000002,192.112,177.77899999999997,200.01299999999992,185.30199999999996,185.21400000000003,200.015,190.66699999999992,200.0129999999998,186.92099999999996,188.79299999999984,100.01299999999998,187.06200000000035,200.0129999999998,181.49500000000015,188.65600000000015,186.343,175.007,185.41600000000008,181.98099999999988,190.48099999999928,181.70399999999975,195.45200000000017,100.01299999999998,200.01299999999992,100.01299999999998,192.79100000000014,188.88799999999995,196.312,193.29199999999966,186.9469999999995,200.01599999999988
project_muse_227867,133.3780000000006,168.38899999999998,141.8010000000001,200.00700000000006,199.99300000000014,100.00299999999996,137.2660000000002,100.00299999999996,200.00300000000004,145.90700000000004,154.749,133.42499999999995,173.06699999999992,183.99800000000002,147.60399999999996,120.22599999999994,168.27600000000018,197.952,100.00299999999996,100.00299999999996,148.395,125.34700000000016,176.53400000000002,0.0,100.00299999999996,130.82399999999984,177.191,158.26899999999998,136.93600000000004,180.66700000000012,157.14700000000002,150.06400000000002,100.00299999999996,185.29399999999995,100.00299999999996,188.2600000000001,183.67999999999995,125.83199999999998,113.98200000000003,200.00300000000001,100.00299999999996,161.18199999999996,176.99700000000013,155.26000000000002,190.50800000000004,185.025,125.11900000000003,115.17300000000002,100.00299999999996,181.8610000000002,170.74700000000004,195.935,165.44599999999997,153.94599999999994,150.0490000000001,176.175,143.81599999999995,191.84100000000004,195.92300000000003,170.7239999999998,145.06800000000013,198.98499999999993,175.02299999999985,200.00300000000001,154.50300000000001,144.78900000000004,100.00299999999996,186.62400000000045,200.00300000000001,195.26899999999998,120.40999999999994,126.23499999999997,200.00700000000006,159.71800000000005,156.38700000000003,169.64499999999933,144.61399999999983,121.79800000000002,100.00299999999996,174.831,100.00299999999996,159.8550000000001,197.95200000000003,155.43400000000003,190.61999999999986,177.1250000000004,195.922
SIRTCO.1,99.9970000000006,99.99200000000005,100.01200000000004,100.00399999999998,99.99000000000004,0,100.01300000000003,0,100.00000000000001,99.98800000000001,100.00199999999998,100.00799999999998,100.00599999999999,100.0270000000002,99.99900000000001,99.99899999999994,99.98699999999994,99.991,0,0,100.00199999999998,100.02200000000009,100.01299999999998,100.00299999999996,0,99.99100000000013,99.998,100.002,100.00099999999999,99.99600000000001,100.006,99.99900000000002,0,100.0009999999999,0,100.00900000000011,99.999,99.96700000000018,100.01700000000008,100.0,0,100.00500000000002,99.99000000000068,100.00500000000005,99.99099999999997,100.0,100.00200000000004,99.98399999999998,0,100.01800000000007,99.99600000000002,100.00200000000001,100.00099999999999,100.00300000000006,99.98799999999996,100.00200000000002,99.99300000000005,100.00200000000004,100.0,99.9889999999999,100.00900000000001,100.00199999999995,99.96999999999994,100.0,100.00599999999996,99.99400000000031,0,99.97500000000007,100.0,99.99399999999991,100.00100000000005,100.00599999999997,100.00399999999998,99.989,99.99600000000002,99.99600000000012,100.01900000000033,100.00699999999996,0,100.0,0,99.99800000000002,99.99499999999999,100.001,99.98899999999993,100.02000000000042,100.00299999999993
31448-231447-1-PB,137.33000000000038,149.40499999999963,151.55899999999983,195.04700000000017,198.42500000000038,99.99100000000013,158.75199999999953,99.99100000000013,199.99100000000013,163.741,167.92099999999982,164.07299999999975,182.875,180.52199999999962,172.1919999999999,154.09999999999988,164.40200000000004,185.99799999999956,99.99100000000013,99.99100000000013,160.061,148.8589999999998,185.91800000000018,130.82399999999984,99.99100000000013,0.0,175.593,146.8889999999997,138.36599999999981,182.94499999999968,160.04899999999984,163.114,99.99100000000013,190.6260000000001,99.99100000000013,186.16400000000033,199.31200000000013,149.91799999999975,146.96599999999995,199.99100000000047,99.99100000000013,178.67200000000028,172.30899999999983,171.14599999999976,191.452,180.79300000000015,155.54299999999978,142.269,99.99100000000013,174.91499999999982,183.0749999999998,199.99299999999977,166.418,164.52199999999988,146.5609999999997,183.36699999999976,149.4839999999997,195.75300000000047,196.60100000000017,172.07999999999973,179.97999999999973,199.46100000000007,171.3129999999994,199.99100000000047,162.16299999999973,160.84299999999993,99.99100000000013,182.52400000000011,199.99100000000047,188.56100000000023,151.95599999999973,150.55499999999972,195.04700000000017,164.73399999999998,176.1549999999997,174.3889999999991,136.26399999999984,148.65999999999997,99.99100000000013,193.21100000000007,99.99100000000013,174.35700000000008,198.43200000000036,181.4919999999997,181.58999999999966,165.3430000000002,199.4300000000003
WINKLER-2010-Philosophical_Books,155.90699999999856,180.326,186.30400000000006,197.87400000000014,178.71199999999982,99.998,179.37099999999992,99.998,185.11399999999975,173.09600000000003,180.99400000000003,177.10199999999992,186.30200000000002,161.1969999999998,192.18500000000003,183.31299999999993,178.13700000000026,183.09099999999992,99.998,99.998,185.78600000000057,170.956,181.3949999999997,177.191,99.998,175.593,0.0,191.832,195.02499999999992,183.5020000000001,190.00600000000003,194.63900000000004,99.998,181.2170000000001,99.998,170.2589999999999,199.997,156.5150000000001,178.21500000000006,199.1099999999998,99.998,185.88699999999983,169.23799999999977,175.8670000000001,166.37700000000012,192.54799999999972,192.5400000000002,178.112,99.998,146.44999999999993,193.0500000000001,200.0,196.80300000000003,188.11899999999997,182.434,194.32000000000005,191.67300000000012,187.41599999999966,199.79399999999993,172.79500000000021,194.50500000000014,196.6360000000001,171.85199999999946,197.86999999999978,157.29600000000008,189.4759999999998,99.998,178.44900000000035,199.99799999999982,184.50999999999993,182.9870000000002,172.50199999999992,197.87400000000014,169.06500000000003,184.02799999999988,183.69199999999907,160.01299999999964,182.66900000000007,99.998,199.998,99.998,196.1500000000001,193.96299999999974,185.997,176.00099999999978,168.33199999999968,195.0369999999997
project_muse_390704,172.55099999999868,157.56999999999988,176.688,200.00600000000003,199.99200000000005,100.002,179.01299999999986,100.002,200.00199999999995,189.36200000000017,176.77600000000004,183.34399999999988,173.73399999999995,196.33699999999988,175.09099999999998,142.68899999999996,184.06100000000015,187.5389999999999,100.002,100.002,168.2419999999999,166.21799999999993,183.283,158.26899999999998,100.002,146.8889999999997,191.832,0.0,141.97699999999992,163.798,178.2319999999999,133.34899999999993,100.002,200.0029999999999,100.002,193.5610000000001,200.00099999999998,185.36900000000009,151.31300000000005,200.002,100.002,200.00700000000012,185.98000000000027,172.611,184.60099999999994,153.87599999999998,161.77400000000006,173.99400000000014,100.002,194.69600000000014,199.99799999999993,200.004,123.09500000000001,200.00499999999997,171.7600000000002,141.884,136.073,200.00400000000005,200.00199999999995,172.65299999999968,180.03099999999998,196.156,181.1939999999999,200.002,187.20599999999996,163.44199999999992,100.002,189.2750000000003,200.002,199.99599999999995,166.89500000000012,157.31399999999988,200.00600000000003,174.93699999999987,177.02999999999997,170.62999999999917,165.28899999999965,183.55500000000006,100.002,200.00199999999995,100.002,180.00800000000004,187.17899999999997,200.00299999999996,194.89699999999974,187.84200000000044,200.00499999999994
pq9-0097,157.64599999999862,151.5189999999998,160.095,200.00499999999994,190.90099999999995,100.00099999999999,166.00399999999996,100.00099999999999,196.97099999999992,174.01100000000017,178.07700000000006,165.18499999999992,186.28699999999986,194.36399999999978,178.35799999999998,144.212,160.95800000000017,196.48599999999982,100.00099999999999,100.00099999999999,174.625,173.17700000000005,190.25199999999998,136.93600000000004,100.00099999999999,138.36599999999981,195.02499999999992,141.97699999999992,0.0,180.30900000000003,162.8089999999999,143.366,100.00099999999999,179.14599999999984,100.00099999999999,193.56000000000003,198.17999999999998,175.32200000000012,144.23600000000005,190.91099999999994,100.00099999999999,181.93800000000007,181.11300000000006,168.3820000000001,198.6559999999999,162.1409999999999,152.139,148.26500000000013,100.00099999999999,193.63700000000009,170.047,200.00299999999993,133.68999999999997,158.43800000000005,158.459,161.62699999999995,113.78200000000001,200.003,200.00099999999992,178.30999999999977,175.16000000000003,195.4549999999999,180.68500000000014,196.97099999999995,174.9409999999999,145.34300000000005,100.00099999999999,179.49000000000035,200.00099999999995,199.9949999999999,154.4280000000001,131.92100000000002,200.00499999999994,154.9239999999999,174.10299999999995,166.97299999999922,149.64599999999993,145.886,100.00099999999999,190.90099999999998,100.00099999999999,153.62100000000007,190.9079999999999,184.84199999999998,199.20599999999973,196.65700000000047,200.00399999999985
project_muse_382731,176.1069999999985,185.33199999999994,177.79000000000008,200.00000000000006,188.8700000000001,99.99600000000001,189.42299999999997,99.99600000000001,199.99600000000004,191.19200000000012,188.88200000000003,185.65999999999985,196.29999999999998,174.57100000000017,190.27300000000002,176.67499999999998,193.48700000000025,199.98699999999997,99.99600000000001,99.99600000000001,186.502,175.27600000000018,190.75499999999997,180.66700000000012,99.99600000000001,182.94499999999968,183.5020000000001,163.798,180.30900000000003,0.0,185.34800000000007,175.319,99.99600000000001,191.657,99.99600000000001,171.0630000000001,199.995,186.24100000000016,176.79699999999988,199.99600000000018,99.99600000000001,195.24300000000017,181.19399999999962,187.21900000000016,191.55299999999997,188.89000000000004,175.00200000000004,171.97000000000025,99.99600000000001,182.6320000000001,199.99200000000005,199.99800000000002,179.16900000000004,199.99900000000005,183.91800000000015,180.55200000000005,179.13900000000004,199.99800000000022,199.99600000000007,181.04699999999985,184.7310000000001,199.99800000000005,183.35799999999983,199.99600000000018,180.262,177.9359999999999,99.99600000000001,191.52700000000047,199.99600000000018,180.81600000000006,178.6670000000003,179.83599999999993,200.00000000000006,182.52899999999988,190.93600000000006,176.99399999999898,171.33299999999963,187.52100000000016,99.99600000000001,199.99599999999998,99.99600000000001,191.11400000000012,197.21500000000003,199.99699999999996,198.4169999999997,192.77400000000046,185.007
