,Literature,FALSAT-3,INUJAT,PERHYL,PENHTO,GAROMI-3,WARCSA-3,MENPIT,SWAPIA-2,KAIOHA-2,ROBHOP,MATTHB,1173780,KAIPAR,PENTSI,PITTEC,BIRHOS,ROCICH,MCIFRO,NOOAPH,BRIPTT,PURHPO-3,ELLTCO-4,IRATIH,PEAHRO,EPIHPO,CARTIJ,CLACAH,MCISGA,SPELTT,GRETIO-4,ROCHAT-4,PENHOP-2,PATHBS,ROTWWH,RUSFS-3,YANHVO,SCAWWH-2,AINSAP-2,PEAHOP-2,PITSRA-2,NOOTSA-2,LEVBHW-2,ROTTEC,SCHIHA-3,STRAMH-2,ASHHTO,MCIHAT-2,ROMFYY-2,KAIPOP-2,GARITS-2,LOERPJ,FLAHPO-4,RICCOT-11,AINRHA,WINPKP,PURTMS,BUCPAR,GALTTO-3,SCHHOT-7,DUSDHD,PAPPOT-2,DAVHOP,LOECER,WINAIR,THITEM,PIKHBT,FRASAT-13,TOMCIH,STOPAR,FLAHOT,AMIAHA,LESRCO,BUTTSA-3,SIRTCO,COVROT-2,HENDHO,GARHSA,HUMHIS,GILTNT,INUHLT,LYBCHS,ZINTUT,AINTPO,MIJHAS,SCHROH-5,MURWIT,WAXHQC,ROTHAJ,NATHST,STRTEC-2,COTMCA-2,MELHAO,SWABSO,PENTSO-2,STRTEC,GRETSA-6,COVROP,AINPAR,HATHSA,PENTIH,totalStrictCites
ROBHOP,127.4386842581712,100.00000000000003,173.69235782955846,145.82057182609117,100.00000000000003,159.7089147563242,173.06350672001633,100.00000000000003,136.32561138486628,184.95025742028685,0.0,100.00000000000003,144.79371727983786,142.83466128117246,100.00000000000003,142.79413178278045,173.49953831948292,126.28018530692712,100.00000000000003,100.00000000000003,112.58079409048942,100.00000000000003,106.1793736520972,100.00000000000003,100.00000000000003,100.00000000000003,154.95927665364897,100.00000000000003,170.56630586116253,177.3564142601546,100.00000000000003,164.21939193938502,100.00000000000003,100.00000000000003,150.16103953689571,100.00000000000003,100.00000000000003,112.58079409048948,184.86334968465306,180.5170821791321,137.90400435849466,141.3358924177928,145.24760657802258,197.42997845490927,100.00000000000003,140.75324779196063,100.00000000000003,142.52533268911804,100.00000000000003,100.00000000000003,200.00000000000003,191.15404177009006,163.89454976556982,100.00000000000003,168.94182783775807,166.939710432596,160.8452471671999,100.00000000000003,146.79157997508491,160.37489347891142,100.00000000000003,128.28974246029344,149.76867870399425,134.74663686039386,112.18615797724028,154.12796562007566,100.00000000000003,193.59290037960412,100.00000000000003,100.00000000000003,182.7234484435275,100.00000000000003,181.17882425361657,100.00000000000003,100.00000000000003,100.00000000000003,161.07081091589052,123.77143467765755,126.47841714571624,100.00000000000003,125.55355432743411,112.58079409048942,100.00000000000003,200.00000000000023,100.00000000000003,194.87021647686473,100.00000000000003,112.15858625830924,156.39171026982663,100.00000000000003,100.00000000000003,159.96557718401974,100.00000000000003,137.8477560607376,156.31591982764272,161.18556621829438,140.1591855872013,185.21596388632398,181.96195776260768,182.0429079793467,132.31534129644493,39
MATTHB,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
1173780,122.86407599039022,100.00000000000047,165.69503735325466,175.26914403213308,100.00000000000047,148.1935624137512,172.00840448239038,100.00000000000047,123.74647789510009,181.62617541787557,144.79371727983786,100.00000000000047,0.0,137.06612048067038,100.00000000000047,156.11936953014987,182.76414087513294,145.28955855984333,100.00000000000047,100.00000000000047,150.2390163642835,100.00000000000047,117.20027425921695,100.00000000000047,100.00000000000047,100.00000000000047,154.9117244288239,100.00000000000047,168.9476429642489,171.95644922740027,100.00000000000047,166.4240468186547,100.00000000000047,100.00000000000047,154.0432384796593,100.00000000000047,100.00000000000047,150.2390163642835,167.75578236113142,166.09525080042732,144.15664047574145,152.29845854896195,161.66513726009603,193.18970117395904,100.00000000000047,120.84946650033766,100.00000000000047,143.0532847878829,100.00000000000047,100.00000000000047,200.00000000000037,184.06077359620343,149.65840529609397,100.00000000000047,139.77118697408994,163.8481606043183,173.62201235042636,100.00000000000047,149.77160107651116,172.10845784418314,100.00000000000047,166.69429950131726,169.2492946586874,165.0448860898732,146.32099560884703,164.76386490606015,100.00000000000047,199.99999999999955,100.00000000000047,100.00000000000047,181.57998524147658,100.00000000000047,186.23932764140835,100.00000000000047,100.00000000000047,100.00000000000047,180.9732400242975,154.4141148729582,128.86830727724606,100.00000000000047,106.0381812103687,150.2390163642835,100.00000000000047,199.48305763073688,100.00000000000047,196.11125933831417,100.00000000000047,151.75416787943507,172.1084578441831,100.00000000000047,100.00000000000047,136.9890679910944,100.00000000000047,147.42132891063338,158.38928638791407,140.8258444538011,146.0025907410389,162.29655816435482,171.76651105380722,186.2393276414083,153.43783546951343,60
KAIPAR,128.62490249198967,99.99999999999991,152.61036764994228,165.67300877758308,99.99999999999991,115.43230267898159,171.55966900662753,99.99999999999991,132.2002899662448,174.88378776637282,142.83466128117246,99.99999999999991,137.06612048067038,0.0,99.99999999999991,140.85843268039883,187.57598337189685,122.32222019916223,99.99999999999991,99.99999999999991,136.5707151914453,99.99999999999991,123.27361757988538,99.99999999999991,99.99999999999991,99.99999999999991,162.2087048836603,99.99999999999991,167.67340092551294,178.05578510362918,99.99999999999991,168.88652001086993,99.99999999999991,99.99999999999991,164.82791130943386,99.99999999999991,99.99999999999991,136.57071519144534,186.9367253427769,168.62622063610334,130.4712396189565,131.68167157128602,170.6423509541641,195.91356523785225,99.99999999999991,127.97985664665579,99.99999999999991,151.02449231372103,99.99999999999991,99.99999999999991,199.99999999999997,189.74397207459114,175.1125937208251,99.99999999999991,155.0958012935762,153.8487199230075,164.56016244281574,99.99999999999991,138.5098936939667,155.8727793246793,99.99999999999991,154.10867742533674,163.38896416065776,157.99515679437175,136.76578264116108,174.07596802283348,99.99999999999991,199.99999999999974,99.99999999999991,99.99999999999991,182.3582842656538,99.99999999999991,177.9363896623395,99.99999999999991,99.99999999999991,99.99999999999991,181.69966787602877,152.9494080065302,133.99064593121687,99.99999999999991,121.9670880961882,136.5707151914453,99.99999999999991,199.64704498215627,99.99999999999991,172.54794305659024,99.99999999999991,138.51776548745048,155.87277932467921,99.99999999999991,99.99999999999991,112.77366417294901,99.99999999999991,143.26598139581722,157.44241261918913,145.63353268905712,140.529918026317,145.09588611318082,184.39569650281308,178.76256803171654,146.89093804415515,51
PENTSI,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
PITTEC,135.4166291877099,100.00000000000017,186.52237316754957,150.5566149921828,100.00000000000017,162.13555856886805,173.1325368715412,100.00000000000017,152.12536140522127,182.17056926602004,142.79413178278045,100.00000000000017,156.11936953014987,140.85843268039883,100.00000000000017,0.0,184.588226264487,125.54338903665546,100.00000000000017,100.00000000000017,127.98372860541872,100.00000000000017,135.23414318803003,100.00000000000017,100.00000000000017,100.00000000000017,158.1012480190992,100.00000000000017,162.8799540031744,166.55247998483517,100.00000000000017,165.1532148776052,100.00000000000017,100.00000000000017,143.89517908935997,100.00000000000017,100.00000000000017,127.9837286054187,177.23495845429994,192.32481387673667,117.28820849286905,146.69626681843263,181.17239783395001,198.06585309693773,100.00000000000017,154.24377747312155,100.00000000000017,145.46038009460185,100.00000000000017,100.00000000000017,200.00000000000017,183.00218738607393,146.7710843091476,100.00000000000017,164.58217811193865,167.9596256606739,182.52225177029567,100.00000000000017,158.59985515883753,167.57272142831962,100.00000000000017,136.50957353081088,170.701421229895,133.33580096523517,148.57654380510672,144.95523239284984,100.00000000000017,200.00000000000026,100.00000000000017,100.00000000000017,180.2406962382836,100.00000000000017,186.52237316754943,100.00000000000017,100.00000000000017,100.00000000000017,172.86510834592445,158.03474536990987,160.38673090952304,100.00000000000017,138.4514026209456,127.98372860541872,100.00000000000017,200.00000000000034,100.00000000000017,200.0000000000001,100.00000000000017,131.01403163572184,165.3695602118352,100.00000000000017,100.00000000000017,169.6326941062276,100.00000000000017,161.0032320655517,151.33346073007664,162.18129152117794,139.82376920788312,192.32481387673667,175.6620007746168,186.52237316754943,141.85749462694815,26
BIRHOS,187.7493895970248,99.99999999999999,200.00000000000006,185.1805783839011,99.99999999999999,182.66016156122552,180.95691502023286,99.99999999999999,170.49228701168832,194.11920374018598,173.49953831948292,99.99999999999999,182.76414087513294,187.57598337189685,99.99999999999999,184.588226264487,0.0,180.2206506904877,99.99999999999999,99.99999999999999,166.6666666666666,99.99999999999999,178.6602877989157,99.99999999999999,99.99999999999999,99.99999999999999,179.17039938332042,99.99999999999999,169.08157444381064,194.20422083917055,99.99999999999999,199.01162904712402,99.99999999999999,99.99999999999999,189.8724002813223,99.99999999999999,99.99999999999999,166.66666666666666,196.63629992992267,200.0,190.77544437628816,188.67924528301884,133.2999749812359,199.99999999999997,99.99999999999999,184.9525845583544,99.99999999999999,183.32157011781305,99.99999999999999,99.99999999999999,199.99999999999997,200.00000000000003,193.25842696629218,99.99999999999999,191.65597560772486,185.18189884649505,199.9999999999999,99.99999999999999,133.3619210977701,200.00000000000003,99.99999999999999,188.82235528942124,200.00000000000003,178.78637042400135,156.95943974321568,193.70786516853954,99.99999999999999,199.99999999999997,99.99999999999999,99.99999999999999,199.99999999999991,99.99999999999999,199.99999999999997,99.99999999999999,99.99999999999999,99.99999999999999,181.25996560887904,181.27139621846533,177.0305225038799,99.99999999999999,178.09724498556142,166.6666666666666,99.99999999999999,200.0000000000002,99.99999999999999,199.99999999999997,99.99999999999999,169.69696969696963,199.99999999999997,99.99999999999999,99.99999999999999,196.35261969822983,99.99999999999999,193.65789786930154,182.22015049610465,197.70735556755415,182.1239885940916,199.99999999999994,199.9999999999998,199.99999999999991,181.80315252401454,1
ROCICH,111.00197400852566,100.00000000000007,183.14389059085144,161.2380076216349,100.00000000000007,158.86017031139943,169.21102108206608,100.00000000000007,136.70636457373195,179.85629093673037,126.28018530692712,100.00000000000007,145.28955855984333,122.32222019916223,100.00000000000007,125.54338903665546,180.2206506904877,0.0,100.00000000000007,100.00000000000007,88.115927505941,100.00000000000007,112.30869085515293,100.00000000000007,100.00000000000007,100.00000000000007,150.2754661336535,100.00000000000007,160.55823992728514,166.59522417456694,100.00000000000007,126.01016907171605,100.00000000000007,100.00000000000007,103.49378538987627,100.00000000000007,100.00000000000007,88.11592750594107,179.81779957953736,192.1445681946155,125.3012445555097,121.71767782326951,172.8223797857651,198.2764050734388,100.00000000000007,143.8722621379188,100.00000000000007,124.47168064601746,100.00000000000007,100.00000000000007,199.99999999999994,177.67599975189836,122.42091289601473,100.00000000000007,154.95567752326582,161.4339900061299,178.67772789809624,100.00000000000007,130.50800327262664,160.87419187558584,100.00000000000007,130.74776949950999,167.83392649109018,119.12267758695725,117.92189945378678,129.33874065211893,100.00000000000007,199.99999999999994,100.00000000000007,100.00000000000007,195.12867267002645,100.00000000000007,185.76268598314573,100.00000000000007,100.00000000000007,100.00000000000007,168.0792064251647,151.5598633654268,153.69260290448966,100.00000000000007,125.07788579768989,88.115927505941,100.00000000000007,200.00000000000017,100.00000000000007,196.98991229325924,100.00000000000007,90.38865477866831,159.9669787461466,100.00000000000007,100.00000000000007,161.06749029391872,100.00000000000007,142.56728950409305,140.3353810413877,161.98965051990322,121.583785415805,189.28145369866667,169.54142581888237,185.76268598314567,92.47842466242959,210
MCIFRO,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
NOOAPH,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
BRIPTT,141.98906702058235,100.00000000000001,175.00000000000003,150.31910325322414,100.00000000000001,159.94827907968767,149.99999999999991,100.00000000000001,133.8803189018759,177.45253707351932,112.58079409048942,100.00000000000001,150.2390163642835,136.5707151914453,100.00000000000001,127.98372860541872,166.6666666666666,88.115927505941,100.00000000000001,100.00000000000001,0.0,100.00000000000001,94.08198794713944,100.00000000000001,100.00000000000001,100.00000000000001,149.30762446439857,100.00000000000001,154.68720289028334,175.00081462413164,100.00000000000001,168.57607906967604,100.00000000000001,100.00000000000001,139.23440168793343,100.00000000000001,100.00000000000001,6.394884621840902e-14,179.81779957953748,200.00000000000003,137.6509110374409,137.26415094339626,158.33333333333326,191.66666666666654,100.00000000000001,156.78771415402392,100.00000000000001,147.70834464411737,100.00000000000001,100.00000000000001,200.0,199.99999999999994,152.90262172284653,100.00000000000001,157.02097113691838,162.83643892339532,190.13114025338953,100.00000000000001,107.11835334476842,150.92716152349183,100.00000000000001,110.77844311377257,152.78194548637165,121.72685038538728,122.57562493920828,162.24719101123614,100.00000000000001,199.99999999999986,100.00000000000001,100.00000000000001,196.08304416867588,100.00000000000001,174.99999999999994,100.00000000000001,100.00000000000001,100.00000000000001,164.60215726121612,146.04597882761894,154.32747025349195,100.00000000000001,123.74697572777652,0.0,100.00000000000001,200.00000000000023,100.00000000000001,200.0,100.00000000000001,18.181818181818173,150.0,100.00000000000001,100.00000000000001,182.16011247079328,100.00000000000001,156.36987660199202,134.89101240815964,184.46412996398476,117.09113147191199,200.0,184.57032755298627,174.99999999999991,90.81891514408666,1
PURHPO-3,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
ELLTCO-4,111.7114995790309,100.00000000000003,168.99220976511938,162.52171509824854,100.00000000000003,148.6510670869556,160.6739803684845,100.00000000000003,117.76999501606196,175.76923020095805,106.1793736520972,100.00000000000003,117.20027425921695,123.27361757988538,100.00000000000003,135.23414318803003,178.6602877989157,112.30869085515293,100.00000000000003,100.00000000000003,94.08198794713944,100.00000000000003,0.0,100.00000000000003,100.00000000000003,100.00000000000003,152.56517124984407,100.00000000000003,165.09194375556808,166.99144592245042,100.00000000000003,163.16232059443456,100.00000000000003,100.00000000000003,131.67292289191465,100.00000000000003,100.00000000000003,94.08198794713948,179.81779957953788,143.01011570446246,132.8482737986598,142.6466424851099,151.72547328190765,192.5403240924736,100.00000000000003,115.14316241621513,100.00000000000003,137.675728511824,100.00000000000003,100.00000000000003,200.0,190.20026766065678,151.32014910050094,100.00000000000003,152.48489530165023,162.31015733837702,175.59558078418846,100.00000000000003,135.606010550623,167.14934458599825,100.00000000000003,120.12803356146807,166.72603291085397,114.55825729355594,129.48188930197023,149.32518972264458,100.00000000000003,199.56807666639122,100.00000000000003,100.00000000000003,192.4836830552739,100.00000000000003,183.61990746642473,100.00000000000003,100.00000000000003,100.00000000000003,166.35882417724054,151.23057780802148,127.9391119664465,100.00000000000003,89.08607635748035,94.08198794713944,100.00000000000003,200.0000000000001,100.00000000000003,199.8560255554641,100.00000000000003,92.58275974196391,167.0958404883133,100.00000000000003,100.00000000000003,138.3932970467304,100.00000000000003,143.00483619877036,144.43539711136566,150.99179492973514,127.70263082028652,142.93812848219443,173.1733406915651,183.61990746642414,108.476423199041,133
IRATIH,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
PEAHRO,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
EPIHPO,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
CARTIJ,148.65348565738176,100.00000000000003,185.4163628408926,165.22054632523927,100.00000000000003,165.34630376182395,153.30572322732326,100.00000000000003,143.63812637953592,185.78569679212458,154.95927665364897,100.00000000000003,154.9117244288239,162.2087048836603,100.00000000000003,158.1012480190992,179.17039938332042,150.2754661336535,100.00000000000003,100.00000000000003,149.30762446439857,100.00000000000003,152.56517124984407,100.00000000000003,100.00000000000003,100.00000000000003,0.0,100.00000000000003,159.60122743097182,172.56345921991488,100.00000000000003,185.43181887903717,100.00000000000003,100.00000000000003,173.77675072842365,100.00000000000003,100.00000000000003,149.30762446439863,186.765441986185,191.66649305193863,159.09578324498185,163.07753266872305,173.47079873854634,195.8332465259693,100.00000000000003,156.5223492750546,100.00000000000003,157.68859785443917,100.00000000000003,100.00000000000003,200.0,199.72657674079488,175.89602756237193,100.00000000000003,151.32726237766443,174.49204104795663,168.06376541490977,100.00000000000003,150.0031250651055,179.16623262984646,100.00000000000003,167.93886133439506,174.99947915581578,160.6920804620556,150.84665433496514,183.7078651685395,100.00000000000003,199.99999999999997,100.00000000000003,100.00000000000003,196.08304416867605,100.00000000000003,187.4997395779079,100.00000000000003,100.00000000000003,100.00000000000003,160.5559525181995,165.87731310956622,166.08039396233755,100.00000000000003,160.4929066111443,149.30762446439857,100.00000000000003,182.35017257609053,100.00000000000003,200.00000000000003,100.00000000000003,150.82277597955004,179.16623262984643,100.00000000000003,100.00000000000003,179.59073367607238,100.00000000000003,167.87408738594667,150.25563443217453,174.5992267218903,124.59545299346611,191.6664930519386,196.96339113680136,187.4997395779078,147.79058075192154,48
CLACAH,100.00000000000043,0,100.00000000000004,99.99999999999987,0,99.99999999999976,100.00000000000004,0,100.0,99.99999999999956,100.00000000000003,0,100.00000000000047,99.99999999999991,0,100.00000000000017,99.99999999999999,100.00000000000007,0,0,100.00000000000001,0,100.00000000000003,0,0,0,100.00000000000003,0,100.00000000000009,100.00000000000024,0,100.0,0,0,100.00000000000006,0,0,100.00000000000009,100.00000000000017,100.0,99.99999999999999,100.00000000000001,99.99999999999996,100.0,0,99.99999999999955,0,100.00000000000004,0,0,100.00000000000011,100.00000000000016,99.99999999999999,0,100.0000000000004,99.99999999999997,100.00000000000006,0,99.99999999999997,100.00000000000003,0,100.00000000000017,100.00000000000004,100.0000000000003,100.00000000000007,100.00000000000017,0,99.99999999999999,0,0,99.99999999999991,0,100.0,0,0,0,100.0,99.99999999999999,99.99999999999996,0,100.0,100.00000000000001,0,100.00000000000006,0,100.0,0,99.99999999999994,99.99999999999999,0,0,99.99999999999999,0,100.00000000000023,99.99999999999994,99.99999999999983,99.99999999999982,99.99999999999999,99.99999999999982,99.99999999999994,99.9999999999995,0
MCISGA,158.81972099197802,100.00000000000009,186.3528069527866,158.43171607324473,100.00000000000009,142.8667730126971,170.0421299739431,100.00000000000009,150.15572112463755,188.79143799675708,170.56630586116253,100.00000000000009,168.9476429642489,167.67340092551294,100.00000000000009,162.8799540031744,169.08157444381064,160.55823992728514,100.00000000000009,100.00000000000009,154.68720289028334,100.00000000000009,165.09194375556808,100.00000000000009,100.00000000000009,100.00000000000009,159.60122743097182,100.00000000000009,0.0,180.01066381559568,100.00000000000009,184.43674231586147,100.00000000000009,100.00000000000009,177.89293650493892,100.00000000000009,100.00000000000009,154.6872028902834,184.65683615353956,200.0000000000001,154.80245273455333,173.35403459298874,197.00513405590405,199.40102681118086,100.00000000000009,174.76863647289437,100.00000000000009,135.29861012155192,100.00000000000009,100.00000000000009,200.00000000000006,197.9463776383343,168.10411685906027,100.00000000000009,167.92101069496917,162.11104199114075,176.548372858924,100.00000000000009,145.84931100715363,167.19908727895043,100.00000000000009,164.09252231418535,170.98574653170803,157.6843219152771,164.88027753355396,146.12783649645027,100.00000000000009,197.9463776383342,100.00000000000009,100.00000000000009,178.1267652542373,100.00000000000009,183.9418140330862,100.00000000000009,100.00000000000009,100.00000000000009,167.8012627318085,174.2275654363567,181.8276111692644,100.00000000000009,174.79872859802734,154.68720289028334,100.00000000000009,200.00000000000028,100.00000000000009,199.99999999999991,100.00000000000009,157.71750592058638,167.19908727895037,100.00000000000009,100.00000000000009,186.041976547477,100.00000000000009,172.73036316473633,150.27664596590913,170.54122143578914,138.62350249271506,200.00000000000006,191.11930552303897,187.6983523886168,165.06354850876903,14
