,Literature,DAVHOP,PAPPOT-2,DUSDHD,SCHHOT-7,LOECER,TOMCIH,STOPAR,PIKHBT,FRASAT-13,WINAIR,THITEM,LESRCO,AMIAHA,FLAHOT,LEVBHW-2,NOOTSA-2,STRAMH-2,SCHIHA-3,ROTTEC,ROMFYY-2,MCIHAT-2,ASHHTO,GALTTO-3,BUCPAR,PURTMS,WINPKP,AINRHA,LOERPJ,GARITS-2,KAIPOP-2,FLAHPO-4,RICCOT-11,MELHAO,SWABSO,COTMCA-2,PENTSO-2,STRTEC,PENTIH,HATHSA,AINPAR,COVROP,GRETSA-6,HENDHO,COVROT-2,BUTTSA-3,SIRTCO,HUMHIS,GILTNT,GARHSA,ZINTUT,LYBCHS,INUHLT,ROTHAJ,NATHST,STRTEC-2,WAXHQC,SCHROH-5,MIJHAS,AINTPO,MURWIT,PENTSI,KAIPAR,ROCICH,MCIFRO,BIRHOS,PITTEC,BRIPTT,PURHPO-3,ELLTCO-4,NOOAPH,IRATIH,PERHYL,PENHTO,FALSAT-3,INUJAT,MENPIT,SWAPIA-2,WARCSA-3,GAROMI-3,ROBHOP,KAIOHA-2,1173780,MATTHB,GRETIO-4,ROCHAT-4,PATHBS,PENHOP-2,PEAHOP-2,YANHVO,RUSFS-3,SCAWWH-2,AINSAP-2,ROTWWH,PITSRA-2,CARTIJ,EPIHPO,PEAHRO,CLACAH,MCISGA,SPELTT,totalAggressiveCites
WINAIR,72.69733135750683,93.6544737482947,127.9496052773874,186.48480588298912,131.35504804524663,89.1629433629336,197.29912404022932,100.00000000000004,100.00000000000004,140.13860727400055,0.0,92.17961923137896,159.6208249399255,197.29912404022926,166.5639452110348,140.29096140709763,95.56648663207446,97.7850554922609,100.00000000000004,153.5299233913387,100.00000000000004,88.82385084623539,138.76121985508811,118.42147340790282,175.67319130528819,157.5694547879882,130.34943930208547,108.5095139887443,131.79302598419164,198.6482102303451,100.00000000000004,151.27974521005316,100.00000000000004,191.89196496160918,103.09786902393617,115.51801942884103,125.45629876565623,101.95474307948793,122.54514977830617,142.7105840698429,138.99680206176322,111.77821553435288,104.67866854662708,144.41567420826345,173.64280307126637,102.63766472580122,100.00000000000004,93.93410872549472,118.25392606347118,85.59308484300496,100.00000000000004,144.82151119080334,91.61378089610223,127.24319995585081,156.7535416891965,165.5183572482797,69.96927870457598,172.9696117659782,86.16694910384304,167.2160374121457,100.00000000000004,186.48480588298906,77.60145950864482,98.53865990451197,100.00000000000004,91.9612704379451,76.60968453638783,142.56135065054755,172.96690818643884,88.18488674474575,100.00000000000004,173.2399697199092,77.74393982337764,125.24602573807722,172.5170878396373,116.7671690739889,138.76121985508817,87.8491471776647,119.70634180630749,107.43712122850648,67.67713258232654,123.01193023296483,75.08448919813685,100.00000000000004,100.00000000000004,133.46039692091009,98.10875681758958,100.00000000000004,178.3767708445983,105.8086429499964,147.72504429020842,114.43711473991566,168.8693884874079,96.15497450141339,82.22699317347718,125.572803673504,100.00000000000004,100.00000000000004,186.4848058829891,116.22084346925912,121.51532495259046,74
THITEM,64.81267099018251,113.71623820370979,135.20893551042303,185.16490878811672,144.28885699894866,97.39272343421182,194.2564269443542,100.00000000000014,100.00000000000014,143.85202767887776,92.17961923137896,0.0,165.229732347322,192.34796424264474,156.3884695501902,140.0480286187657,101.91884636263069,97.78707417309433,100.00000000000014,164.11221650600984,100.00000000000014,66.81707386180578,143.39886296204136,112.49442561025246,163.80524875098106,161.07570292948117,124.20150086631322,114.50465765447424,133.07129255664333,189.79058593824794,100.00000000000014,148.66871517935976,100.00000000000014,197.290442372849,107.20859090822717,123.7467794831419,130.73615775668523,97.7668833159744,115.59336319333917,157.9838037970065,128.20820380083126,146.0768362014511,103.4864305311926,130.32396122620864,158.28372351218403,101.1435188164625,100.00000000000014,105.71811172059498,134.0943711001912,86.41811588225576,100.00000000000014,153.3994311063361,106.3866396440129,116.29214653359736,158.2770237935722,178.16437789436802,96.5075268860367,180.47606286250272,118.0636377398266,140.36450676812473,100.00000000000014,168.81089565666824,98.85543254835261,113.55123967924365,100.00000000000014,111.72999567368174,88.12418358316476,145.0637379862642,184.92371891809123,116.26838876111677,100.00000000000014,180.2913420493483,87.70320700400266,133.5818609904099,173.4745345990591,130.58092305182151,147.8666181734654,109.96701486373875,125.31132153087628,105.33724813843531,92.4431677657484,145.65938108157474,93.45262714454195,100.00000000000014,100.00000000000014,130.14532674707658,106.25945138875599,100.00000000000014,186.95469076013106,118.0796886904638,167.95468202596567,135.46256771501317,142.67191591027242,113.13948752258136,71.1416840567471,118.24140405602036,100.00000000000014,100.00000000000014,188.67747554602715,123.37148982599872,110.2398378690931,209
LESRCO,163.4839768120441,140.6726524244839,171.44898542440708,199.99999999999997,171.448985424407,162.87519574050089,199.99999999999997,99.99999999999999,99.99999999999999,187.51093886735836,159.6208249399255,165.229732347322,0.0,199.99999999999994,196.30061656390595,148.41305745374888,167.67540051874656,171.4489854244068,99.99999999999999,136.3206689692783,99.99999999999999,163.21115938669834,171.4489854244069,142.87040952875802,199.99999999999994,181.11433430029007,174.6839806940932,164.2525063964616,189.78495658702778,190.91115655532843,99.99999999999999,150.25881607099842,99.99999999999999,166.61669165417285,171.44898542440714,175.30648934018248,171.44898542440706,173.151040367247,168.62710588160817,167.7444336882866,150.71283095723007,187.50507860111884,171.4489854244069,165.73861930934217,200.0,171.448985424407,99.99999999999999,165.89682625139525,171.44898542440694,164.43365914853408,99.99999999999999,171.44898542440694,171.44898542440689,171.44898542440703,199.99999999999997,199.99999999999997,167.61353728358188,199.99999999999997,171.448985424407,187.66856013830574,99.99999999999999,199.99999999999997,169.82263860594796,169.6804223139125,99.99999999999999,164.95093483958246,150.80062696890428,188.80124430618795,165.70019791261728,169.9184356509283,99.99999999999999,200.0,146.02845952340104,171.44898542440694,177.77160322311755,166.4481102712552,157.1714379040411,171.1031739304393,171.44898542440677,171.44898542440674,171.448985424407,152.64535992947458,160.0133093161382,99.99999999999999,99.99999999999999,169.2520817792933,171.44898542440697,99.99999999999999,200.0,171.44898542440694,155.15522647347242,171.44898542440694,184.61949900454653,171.44898542440697,160.58476422322096,164.39975622347984,99.99999999999999,99.99999999999999,199.99999999999994,165.39774064882994,173.1976181155086,7
AMIAHA,189.57188601996188,200.0,200.0000000000001,152.19123505976097,200.00000000000003,196.35355691756763,119.95197118270964,99.99999999999997,99.99999999999997,187.51093886735836,197.29912404022926,192.34796424264474,199.99999999999994,0.0,199.99999999999994,188.89973570799305,199.99999999999994,165.87422524282724,99.99999999999997,145.48263952008722,99.99999999999997,192.26674080710097,199.99999999999994,192.85624944161535,199.99999999999997,199.99999999999994,167.83727878648577,191.4763387344798,184.10950464932682,200.00000000000009,99.99999999999997,192.15593899063623,99.99999999999997,130.01298030192424,200.00000000000014,190.45331646680395,200.0000000000001,180.64288209171184,197.14676624005898,171.0939012584705,181.5941178501156,181.25449260868206,195.93347066453038,192.38617851324693,200.0,193.9421502637803,99.99999999999997,196.5875618296004,199.99999999999997,192.9846737241271,99.99999999999997,199.99999999999994,193.39931021440975,196.49356803144914,170.58788913081852,133.3580122065437,199.14767819092773,199.99999999999997,200.0,190.12842677204245,99.99999999999997,199.99999999999997,170.19719455173814,197.82493946072418,99.99999999999997,200.00000000000003,200.00000000000014,144.47283635151635,166.6833416708354,198.77433574139826,99.99999999999997,200.0,199.9999999999999,200.0,188.8858016115588,169.9947490810892,200.0,196.89855162360826,182.76962652439008,184.00399999999982,200.00000000000003,197.36845567821473,196.26146854545976,99.99999999999997,99.99999999999997,197.6322773472981,176.1795824992851,99.99999999999997,199.99999999999997,200.0,177.77592461326773,180.04589444278162,175.91101338166985,188.54902858450885,189.97391107854742,194.5491089889693,99.99999999999997,99.99999999999997,124.94999999999997,193.94875522442294,191.28015989120743,5
FLAHOT,165.9818639902823,164.69004031117532,179.67555415751568,181.4475365216908,188.89444475406447,168.3674467970341,196.889407321002,99.99999999999996,99.99999999999996,158.46764562173055,166.5639452110348,156.3884695501902,196.30061656390595,199.99999999999994,0.0,175.0480887983519,158.56476750730218,173.02521540363207,99.99999999999996,189.48367418979217,99.99999999999996,135.51082542538148,193.190023884908,170.90028221717662,119.94398879775953,188.94841090220743,160.28986575732603,193.397784181265,151.15999192450073,200.00000000000009,99.99999999999996,185.20246625562368,99.99999999999996,199.9999999999999,171.24039750286897,171.41949389985146,185.20246625562413,151.42720411547137,193.44738280396498,178.74411595055767,137.28144238800542,151.40817538074234,183.57764410644046,183.66131486207226,188.89074043215018,159.4429610709779,99.99999999999996,171.9028559123014,190.21924941098655,162.04920710402487,99.99999999999996,196.30061656390598,181.906970515765,154.20860902732397,191.00463123673202,186.88640642073193,170.29492177443328,188.89074043215015,169.62409227251857,189.71133525988031,99.99999999999996,199.99999999999994,166.21645311605076,192.60622426939932,99.99999999999996,176.30661476444584,159.6635298205342,171.3040111455949,188.89074043215012,184.40763260406757,99.99999999999996,199.99999999999997,160.90221288082418,196.30061656390598,188.89074043215012,164.08534799705598,196.30061656390598,177.44083750345317,196.3006165639058,149.15535699605604,147.34402060430904,169.37840716644865,166.5191339087626,99.99999999999996,99.99999999999996,178.00328621432945,182.08076431705823,99.99999999999996,199.99999999999994,193.52503831843816,193.52364954560133,196.30061656390598,185.49424962287063,191.53367044241466,155.11572759589058,191.1767020778842,99.99999999999996,99.99999999999996,184.5581292006887,130.59083606807746,170.79941119848408,18
LEVBHW-2,139.20905124417425,166.66587299697613,173.80890021190993,150.6178718540918,173.80890021190987,145.81717334037415,178.81854329864996,100.00000000000001,100.00000000000001,113.55878727918206,140.29096140709763,140.0480286187657,148.41305745374888,188.89973570799305,175.0480887983519,0.0,161.9133788899736,138.66006090951467,100.00000000000001,119.27775792689795,100.00000000000001,150.95940706307726,163.72770780256667,128.16636138675756,195.23798185671086,176.37184319418782,146.624577292225,155.28352789496532,156.76680946898006,190.91115655532843,100.00000000000001,155.86456450790905,100.00000000000001,188.899735707993,158.2361231795431,151.17849697216704,169.0468820686208,127.9577799913377,163.3717687658812,119.91547348647289,147.88974356658866,148.15876282741854,160.3874767003039,148.07838444095572,161.14144827806354,155.20761335728855,100.00000000000001,157.3138955479017,169.05640610490724,143.22734208812585,100.00000000000001,169.05640610490727,155.2965581747672,157.27099419878502,173.50044737343137,142.85666851987787,156.01518817499357,145.24631538846165,169.04688206862073,173.19991565500288,100.00000000000001,195.23798185671086,140.294196280465,163.20712977861257,100.00000000000001,156.21324317245654,118.03904996141861,160.07553827331333,132.51266458010548,161.84428388423348,100.00000000000001,195.23798185671086,143.95830620375625,169.04688206862068,157.13813056624133,137.95264120029316,159.53135269154393,160.35179963246037,164.29438796161796,155.05640610490713,135.71712729617624,145.10718483376925,126.4497166949343,100.00000000000001,100.00000000000001,157.7481941195453,134.1492280447899,100.00000000000001,195.24750589299748,164.29438796161816,162.30675836156348,157.95614181290034,169.02306877049108,158.56604094167477,138.90034812421922,164.88841710670565,100.00000000000001,100.00000000000001,161.46351698849975,169.05164408676387,148.66349164743067,42
NOOTSA-2,97.556677238501,69.40905085498683,104.12965457474179,200.0,113.34854517129058,107.43139733866238,200.0,99.99999999999999,99.99999999999999,162.5203150393799,95.56648663207446,101.91884636263069,167.67540051874656,199.99999999999994,158.56476750730218,161.9133788899736,0.0,123.35377715673923,99.99999999999999,181.82148700236317,99.99999999999999,76.86268612581064,109.43396226415092,127.49417172794992,126.06974225033683,178.68624738364903,143.18677554064766,133.7538020921099,129.01340693118243,200.0000000000001,99.99999999999999,104.65192507052804,99.99999999999999,199.99999999999994,103.82898043920258,140.11503708394824,116.15716024983004,132.01676186459255,98.44761667614083,180.65182316876414,153.99506434008495,159.90956699360376,94.6379797055009,156.21481036897308,156.1430136553346,50.79254207269141,99.99999999999999,112.3217729326604,108.89220206638669,104.47426292666978,99.99999999999999,155.1239856292239,83.9713286519617,99.77705246336666,131.62667424655436,199.99999999999997,75.14615551504582,188.67924528301884,99.99999999999999,164.20103729315878,99.99999999999999,154.71698113207546,108.99800925943683,58.484467190202366,99.99999999999999,84.85567537285984,85.10707927021684,136.84789740343305,196.22641509433956,92.44975753781321,99.99999999999999,160.0240096038415,92.54104049791736,98.53620155160748,188.88580161155872,148.68724668326388,120.7547169811321,85.35519483825362,101.69983893235144,116.6232452830188,78.78604412914457,151.83236168938188,97.44595162300175,99.99999999999999,99.99999999999999,116.02101421114227,66.58294710830309,99.99999999999999,188.67924528301887,61.375365150758626,167.45178778364232,109.43396226415096,178.4268861617093,78.4338580691973,86.1279366186365,134.68366291369472,99.99999999999999,99.99999999999999,199.99999999999997,95.58536967257422,145.256971622887,53
STRAMH-2,76.36839273051153,134.6745318737204,155.05426805897042,159.79582869803394,155.0542680589703,106.43721337388736,167.74205610971393,99.99999999999984,99.99999999999984,157.2360025778025,97.7850554922609,97.78707417309433,171.4489854244068,165.87422524282724,173.02521540363207,138.66006090951467,123.35377715673923,0.0,99.99999999999984,173.40970414938695,99.99999999999984,97.97360079120686,155.06735596294243,118.41394191196471,175.8677747758695,133.29069301987005,135.29701823217368,125.5530364684511,148.72452703661725,198.6366734832992,99.99999999999984,157.84187236084676,99.99999999999984,165.40493040039624,93.41644300070199,81.55488565944927,139.8927343060564,95.0577045296164,128.51087673257075,158.31399700047288,155.3007779038332,133.01010575318742,115.35662618625139,144.88962646934857,173.07631182866055,121.39051223015034,99.99999999999984,84.55905063856207,141.75493118475157,110.85428746428992,99.99999999999984,123.44910609702995,78.94435907901155,131.90949657194292,105.06714374703179,175.85806793090086,74.0459138028697,140.1172302255793,125.89492138028518,156.72728224516052,99.99999999999984,181.48996438220405,67.16294744713566,121.16654753792645,99.99999999999984,99.6311687129371,108.48728361134727,158.12693679653555,194.3927679982049,98.66203775249151,99.99999999999984,177.75056324729584,110.79633492642994,142.166422047509,166.5552695189601,109.39063725227244,158.8067570978507,91.19974392866787,134.14277734670767,78.57964341070762,85.0301358119922,133.94712327011734,77.8785143435175,99.99999999999984,99.99999999999984,137.9076723509747,102.31594200723492,99.99999999999984,157.0043657508249,122.72903925942816,169.39172559316802,95.85701729145735,152.9926455496982,86.33836894758176,82.01910417391304,130.54362398447722,99.99999999999984,99.99999999999984,159.32840355617037,141.0639060341292,127.14544045462226,107
SCHIHA-3,100.00000000000007,100.00000000000004,100.00000000000014,100.00000000000001,100.00000000000004,99.99999999999999,100.00000000000001,0,0,99.99999999999999,100.00000000000004,100.00000000000014,99.99999999999999,99.99999999999997,99.99999999999996,100.00000000000001,99.99999999999999,99.99999999999984,0,100.0,0,100.00000000000004,99.99999999999997,100.00000000000011,99.99999999999997,99.99999999999997,99.99999999999989,99.99999999999969,99.99999999999974,100.0000000000001,0,99.99999999999966,0,99.99999999999997,100.00000000000016,100.00000000000001,100.00000000000007,99.9999999999999,99.99999999999969,100.00000000000006,99.9999999999999,100.00000000000006,100.00000000000006,99.99999999999994,100.00000000000003,100.00000000000006,0,100.0,100.00000000000001,100.00000000000009,0,99.99999999999999,99.99999999999993,100.00000000000009,100.0,100.0,99.99999999999996,100.0,100.00000000000004,100.00000000000004,0,100.0,100.0,99.99999999999993,0,100.00000000000003,100.00000000000011,99.99999999999976,99.99999999999997,99.99999999999997,0,100.0,99.99999999999991,100.0,99.99999999999999,100.00000000000004,100.00000000000003,100.00000000000001,99.99999999999979,99.9999999999998,100.00000000000006,99.99999999999997,99.99999999999999,0,0,100.00000000000004,100.00000000000001,0,100.0,100.00000000000001,100.0,100.0,100.0000000000001,99.99999999999997,99.99999999999999,99.99999999999994,0,0,100.0,99.99999999999993,99.99999999999943,0
ROTTEC,162.18282567487967,151.04515400244014,181.8214870023633,200.00000000000006,181.82148700236326,160.74588475633973,181.82148700236326,100.0,100.0,153.43105854056148,153.5299233913387,164.11221650600984,136.3206689692783,145.48263952008722,189.48367418979217,119.27775792689795,181.82148700236317,173.40970414938695,100.0,0.0,100.0,174.5268920459722,181.82148700236314,157.18502778496315,199.99999999999997,171.12133640092028,144.81958170535503,163.4515273783979,167.04464509173494,190.91115655532843,100.0,162.17600087080413,100.0,145.40992546809667,177.27665220710819,168.23804084166207,181.8214870023633,148.0650941882537,175.96379578895906,137.4343988264858,128.29814272374813,162.50898521736414,180.29558481269353,176.1111208872984,197.72768587529544,181.82148700236323,100.0,175.80803732748964,174.1312518305068,171.770349055885,100.0,181.8214870023632,176.42206872754753,181.82148700236328,200.0,108.49827207751493,173.49791185791,154.553717505908,157.5895291765134,182.7315386515189,100.0,200.0,161.20345377703788,179.2382965145118,100.0,168.84537983451358,155.99669030699152,141.36363002022355,102.86947145632439,174.77116252581118,100.0,200.00000000000003,156.40096110135724,181.8214870023632,165.64653505369384,156.28173714257477,169.6964188329395,175.9194307420897,181.82148700236303,171.82548700236302,175.4667070683098,161.80178586758373,160.2391850044783,100.0,100.0,170.64254785983806,174.67250215821107,100.0,200.0,181.8214870023632,151.85128822730073,181.8214870023632,182.6384968155391,176.0988626068154,162.137703903328,176.37059599133252,100.0,100.0,181.82148700236323,175.7702422267862,164.18443827969656,11
ROMFYY-2,100.00000000000007,100.00000000000004,100.00000000000014,100.00000000000001,100.00000000000004,99.99999999999999,100.00000000000001,0,0,99.99999999999999,100.00000000000004,100.00000000000014,99.99999999999999,99.99999999999997,99.99999999999996,100.00000000000001,99.99999999999999,99.99999999999984,0,100.0,0,100.00000000000004,99.99999999999997,100.00000000000011,99.99999999999997,99.99999999999997,99.99999999999989,99.99999999999969,99.99999999999974,100.0000000000001,0,99.99999999999966,0,99.99999999999997,100.00000000000016,100.00000000000001,100.00000000000007,99.9999999999999,99.99999999999969,100.00000000000006,99.9999999999999,100.00000000000006,100.00000000000006,99.99999999999994,100.00000000000003,100.00000000000006,0,100.0,100.00000000000001,100.00000000000009,0,99.99999999999999,99.99999999999993,100.00000000000009,100.0,100.0,99.99999999999996,100.0,100.00000000000004,100.00000000000004,0,100.0,100.0,99.99999999999993,0,100.00000000000003,100.00000000000011,99.99999999999976,99.99999999999997,99.99999999999997,0,100.0,99.99999999999991,100.0,99.99999999999999,100.00000000000004,100.00000000000003,100.00000000000001,99.99999999999979,99.9999999999998,100.00000000000006,99.99999999999997,99.99999999999999,0,0,100.00000000000004,100.00000000000001,0,100.0,100.00000000000001,100.0,100.0,100.0000000000001,99.99999999999997,99.99999999999999,99.99999999999994,0,0,100.0,99.99999999999993,99.99999999999943,0
MCIHAT-2,71.88361870298927,107.44984481229862,133.7852843031131,188.7224161543769,143.0041748996619,106.80409442220768,191.48002842049982,100.00000000000004,100.00000000000004,158.64647734514745,88.82385084623539,66.81707386180578,163.21115938669834,192.26674080710097,135.51082542538148,150.95940706307726,76.86268612581064,97.97360079120686,100.00000000000004,174.5268920459722,100.00000000000004,0.0,139.34488688435118,118.4397565212372,131.98232986314906,152.93884438745067,139.34883928006366,115.34271279320281,149.7515524109955,197.94054349057296,100.00000000000004,147.73800899260368,100.00000000000004,192.26468135059156,100.0470022768246,124.63221544669977,126.80608361642624,106.26863655834661,117.69410706848443,173.30574179963747,144.24419834833725,138.5494669428751,99.92438584516836,135.08066766923162,164.03982988889237,92.6641119477699,100.00000000000004,101.41024612371538,133.4743750708885,90.63831058301781,100.00000000000004,149.97320718380666,101.94393380304456,87.53578325337821,149.5721479101665,192.10936398833832,95.90793568311507,179.4095538187472,117.88268998775278,153.63823523376232,100.00000000000004,177.5498645907345,99.9770813514231,112.81103736020445,100.00000000000004,99.03686952052844,98.27676964589216,153.42685103174836,193.8216304717185,110.81159424993335,100.00000000000004,181.66877760958886,99.13574305575628,132.07912431909222,184.76688859270445,128.45506821931153,150.41034670950341,109.54130468902518,117.80779972611099,100.50997983792075,98.71765563174434,149.0533740644627,93.810052231592,100.00000000000004,100.00000000000004,139.56218796633857,106.17635674375619,100.00000000000004,183.52846683760157,112.83201291122597,166.7631910137639,131.43863334466036,148.662029631402,105.16478289522118,70.94958904178829,109.39050347764899,100.00000000000004,100.00000000000004,192.5097566752134,86.43482814977794,119.02223790152664,97
ASHHTO,144.99969173601335,128.21420327767945,66.55017473789304,187.47186796699174,50.01250312578152,137.50086082225738,187.47186796699174,99.99999999999997,99.99999999999997,187.51093886735836,138.76121985508811,143.39886296204136,171.4489854244069,199.99999999999994,193.190023884908,163.72770780256667,109.43396226415092,155.06735596294243,99.99999999999997,181.82148700236314,99.99999999999997,139.34488688435118,0.0,145.84115071919953,199.99999999999994,191.11733520056012,176.9754079521948,162.34650667757475,187.50937734433577,200.00000000000009,99.99999999999997,164.57216889464672,99.99999999999997,199.99999999999994,151.53842657819396,182.2559552809046,119.81088100153157,183.49224090614223,78.06915030071545,193.55275895450148,187.7040974835167,193.73691283557835,117.01228351262682,152.37360313241297,187.51171948246764,119.7107513189012,99.99999999999997,151.2588228755627,34.6243348489638,143.85632274714277,99.99999999999997,166.44474034620504,116.68902916730448,146.00656359137255,188.23044783146,196.66900070021,117.85844547252027,199.99999999999997,115.56059494430731,179.00716226228695,99.99999999999997,199.99999999999994,140.91156739174627,86.73795336435127,99.99999999999997,160.01199640107967,123.95897859453505,188.80124430618798,199.99999999999994,81.60279172278682,99.99999999999997,200.0,134.17339649342833,50.01250312578148,199.99999999999994,170.00475083139548,50.01250312578149,103.36352076419685,96.68445121951217,155.97999999999985,121.75546029801998,171.50037499506578,148.4837225255094,99.99999999999997,99.99999999999997,169.92088984964508,95.25307406348296,99.99999999999997,199.99999999999997,69.48114190456342,177.7759246132677,119.72463334331034,175.0255054031835,133.10252081604617,151.09730962277197,125.6481834171361,99.99999999999997,99.99999999999997,199.99999999999994,133.32121872917796,166.68761461273732,16
GALTTO-3,96.76756914116028,138.3972125435541,144.64754757437703,192.85267577950518,152.98132761547404,103.72753273904006,200.00000000000014,100.00000000000011,100.00000000000011,163.40658793373927,118.42147340790282,112.49442561025246,142.87040952875802,192.85624944161535,170.90028221717662,128.16636138675756,127.49417172794992,118.41394191196471,100.00000000000011,157.18502778496315,100.00000000000011,118.4397565212372,145.84115071919953,0.0,177.9933887250961,169.47762842209238,97.35233156504404,124.5022386136822,119.40991926255313,170.08385377680625,100.00000000000011,130.32722478815012,100.00000000000011,200.0000000000001,133.37036506790542,138.2743040047575,123.50933619226313,113.20972319440584,126.663407404924,122.75977526750799,110.77297713757717,160.49141567622354,122.86252543519659,142.0475072308785,163.40212632895572,132.43991780577153,100.00000000000011,109.95220169826015,141.2986502554959,113.19299016211033,100.00000000000011,162.87107823595767,127.88450407674965,133.58014355524452,176.62676695948656,177.36799785580277,120.58850379969317,177.6896274457251,126.72427346585866,152.97898055176285,100.00000000000011,191.96998123827404,121.17017942068644,135.18985254982908,100.00000000000011,137.69090286047407,120.46475021933709,161.11965760021116,160.93165496354905,134.10392681558318,100.00000000000011,188.4070401143573,105.33325704017312,146.73099258465118,140.16584761141186,133.76649517257064,140.48346382601142,113.71418188379029,126.1931564370587,121.16895738407929,107.18406422437616,123.8890165731373,126.60127912987686,100.00000000000011,100.00000000000011,132.08771441552753,136.01000625390876,100.00000000000011,196.42633788975263,141.37764674350046,144.8596274262423,140.97254363743883,148.42864891384482,135.83608796304097,106.32063652276598,129.34146955185577,100.00000000000011,100.00000000000011,192.85267577950518,131.03666901701675,130.1505773608334,56
BUCPAR,167.28044182982467,148.74201738862814,183.37493759360967,200.0,192.5938281901585,179.8498725983059,200.0,99.99999999999997,99.99999999999997,175.00937617202146,175.67319130528819,163.80524875098106,199.99999999999994,199.99999999999997,119.94398879775953,195.23798185671086,126.06974225033683,175.8677747758695,99.99999999999997,199.99999999999997,99.99999999999997,131.98232986314906,199.99999999999994,177.9933887250961,0.0,198.88966690006998,172.81774304757516,184.63286594095817,151.98198024757892,193.63567328325934,99.99999999999997,160.03200640127992,99.99999999999997,199.99999999999994,172.67190837613063,172.93377892880443,186.6950789105681,159.70859737538035,180.54613345494946,182.80090351726366,163.35393006317088,175.00390661624527,182.1896696421759,194.2896338849352,175.01093818363645,140.92232126614516,99.99999999999997,168.04868559995552,194.87317655209574,145.88118234591255,99.99999999999997,199.99999999999994,178.14118092013427,154.0022112634036,160.03200640128023,199.99999999999997,173.2593630622156,199.99999999999997,177.7696258253852,171.60780439614715,99.99999999999997,160.03200640128023,179.40719658467165,157.221351488756,99.99999999999997,140.0380046018201,172.46885539266302,155.59382290856556,199.99999999999994,183.321905228358,99.99999999999997,125.01900139931949,166.3782656961027,177.78148457047536,155.54320644623505,185.00237541569774,200.0,181.94957044939989,190.47256097560955,171.96399999999983,172.1249234537661,189.45540190260652,168.69694457941523,99.99999999999997,99.99999999999997,156.93661244896967,160.03200640128026,99.99999999999997,199.99999999999997,157.25642815581244,197.22303298169535,200.0,195.5407640725444,164.19926178145295,158.73773444080004,195.51272804208375,99.99999999999997,99.99999999999997,199.99999999999997,145.39947907202128,178.94731419858607,5
PURTMS,150.3255656448709,180.0040012003601,190.0070021006303,200.0,190.00700210063022,166.59344714784174,200.0,99.99999999999997,99.99999999999997,180.01400420126035,157.5694547879882,161.07570292948117,181.11433430029007,199.99999999999994,188.94841090220743,176.37184319418782,178.68624738364903,133.29069301987005,99.99999999999997,171.12133640092028,99.99999999999997,152.93884438745067,191.11733520056012,169.47762842209238,198.88966690006998,0.0,174.57184063975788,161.34986508724447,186.8876341627241,200.00000000000006,99.99999999999997,191.1173352005598,99.99999999999997,189.99699909972986,140.60737832311844,129.28010449255618,141.94646487440275,150.02082182461223,167.97792294961218,177.31788849336317,173.76212863859143,155.1505289696732,145.75583860021055,107.62039495269079,162.48515532220762,153.62352020141245,99.99999999999997,134.45984442806858,174.6188338238125,147.8834438765822,99.99999999999997,147.3642092627788,138.2145988518254,175.9742543426056,150.36209797794868,190.00700210063016,138.0923598869536,140.01200360108032,170.43891063670736,186.9682048106652,99.99999999999997,189.9969990997299,138.3856567826213,176.4053913477664,99.99999999999997,150.01899850170986,169.35864364512753,190.00700210062993,190.00700210063013,142.5609656693996,99.99999999999997,170.00100030009003,165.31843170024564,191.11733520056015,183.76512953886163,158.77075552340898,191.11733520056018,146.73848809730848,154.66535349324295,140.01200360108012,149.0641701593965,178.50204089529115,137.14236687904074,99.99999999999997,99.99999999999997,178.87576247146853,176.8193655122559,99.99999999999997,156.24687406221864,173.34519755801713,190.0070021006302,147.36420926277884,150.49094230839606,137.67566219392268,159.18813298314706,148.81041964705614,99.99999999999997,99.99999999999997,199.99999999999997,159.53592122824313,157.1685210671062,20
