,Literature,DAVHOP,PAPPOT-2,DUSDHD,SCHHOT-7,LOECER,TOMCIH,STOPAR,PIKHBT,FRASAT-13,WINAIR,THITEM,LESRCO,AMIAHA,FLAHOT,LEVBHW-2,NOOTSA-2,STRAMH-2,SCHIHA-3,ROTTEC,ROMFYY-2,MCIHAT-2,ASHHTO,GALTTO-3,BUCPAR,PURTMS,WINPKP,AINRHA,LOERPJ,GARITS-2,KAIPOP-2,FLAHPO-4,RICCOT-11,MELHAO,SWABSO,COTMCA-2,PENTSO-2,STRTEC,PENTIH,HATHSA,AINPAR,COVROP,GRETSA-6,HENDHO,COVROT-2,BUTTSA-3,SIRTCO,HUMHIS,GILTNT,GARHSA,ZINTUT,LYBCHS,INUHLT,ROTHAJ,NATHST,STRTEC-2,WAXHQC,SCHROH-5,MIJHAS,AINTPO,MURWIT,PENTSI,KAIPAR,ROCICH,MCIFRO,BIRHOS,PITTEC,BRIPTT,PURHPO-3,ELLTCO-4,NOOAPH,IRATIH,PERHYL,PENHTO,FALSAT-3,INUJAT,MENPIT,SWAPIA-2,WARCSA-3,GAROMI-3,ROBHOP,KAIOHA-2,1173780,MATTHB,GRETIO-4,ROCHAT-4,PATHBS,PENHOP-2,PEAHOP-2,YANHVO,RUSFS-3,SCAWWH-2,AINSAP-2,ROTWWH,PITSRA-2,CARTIJ,EPIHPO,PEAHRO,CLACAH,MCISGA,SPELTT,totalAggressiveCites
WINPKP,116.98588652937023,164.35072397150077,175.05860721673184,183.91404274879326,183.8795679154217,121.56030786596774,195.3987589059985,99.99999999999989,99.99999999999989,140.5138579003597,130.34943930208547,124.20150086631322,174.6839806940932,167.83727878648577,160.28986575732603,146.624577292225,143.18677554064766,135.29701823217368,99.99999999999989,144.81958170535503,99.99999999999989,139.34883928006366,176.9754079521948,97.35233156504404,172.81774304757516,174.57184063975788,0.0,154.37850938473005,81.2613664750603,180.27242716770402,99.99999999999989,111.31038189951232,99.99999999999989,197.70167777522394,158.7839020677202,136.45623016846966,172.86607408409137,86.61274233833039,167.86660124564008,99.64151809708116,96.46615507701705,123.20219208381164,161.73015705096645,169.42103319479736,162.0937715467708,152.85451620317167,99.99999999999989,134.86002683721975,175.65455710076333,144.35868197424074,99.99999999999989,183.87497127097208,145.15230094063844,147.46710943025596,161.80433889098646,150.27287708261446,133.49235720393148,165.4883934727648,150.3234205227742,149.3652066937541,99.99999999999989,185.07009882785556,121.74929523647364,159.8089451566461,99.99999999999989,153.24063433693402,137.94208110934,120.71018156745546,148.12177520615046,160.98357300431846,99.99999999999989,173.58078602620085,123.54962539112263,164.73077905839318,117.0534480932003,133.28660078142957,179.28062514364507,138.61503265256306,174.34753224658166,133.3719613881864,128.00453884626657,122.85910788814903,140.92115371321844,99.99999999999989,99.99999999999989,137.47039043966805,152.85911284762116,99.99999999999989,193.10503332567214,166.16949185336,139.53388083739267,173.0128328379546,169.22113839335702,161.87980175256055,119.83005679294759,164.5401289706158,99.99999999999989,99.99999999999989,186.21696161801873,147.3279788509248,139.24120754180183,87
AINRHA,100.81171162606164,139.18638051176853,163.2282647395252,199.99999999999963,163.6100568900603,132.33230325444015,199.74698694785926,99.99999999999969,99.99999999999969,169.62276457621127,108.5095139887443,114.50465765447424,164.2525063964616,191.4763387344798,193.397784181265,155.28352789496532,133.7538020921099,125.5530364684511,99.99999999999969,163.4515273783979,99.99999999999969,115.34271279320281,162.34650667757475,124.5022386136822,184.63286594095817,161.34986508724447,154.37850938473005,0.0,150.10295609863707,161.4910468370235,99.99999999999969,154.4182002973312,99.99999999999969,197.97892567930936,134.8666653097129,146.66741699475855,139.36625533107585,127.55169877948777,135.0709573466966,165.8675720113745,153.68743465019273,161.8382048995643,110.15416003986945,127.40085787620976,177.94544311372684,142.43167688939027,99.99999999999969,136.1656276459177,140.65131536786737,131.38801142346352,99.99999999999969,156.5954118913267,137.48097778526915,140.76669335783527,176.55614389927928,179.42110007650965,124.88223506263546,185.98731904642833,136.81347169111754,145.12526948302738,99.99999999999969,189.4340537387599,132.6513368827502,138.86929099841166,99.99999999999969,133.1015309562226,133.5333196978994,158.91994833394338,179.8650092039176,137.73367306142308,99.99999999999969,184.8858789930986,132.11164464244368,157.84226833018934,177.43941700944603,155.23151567318632,163.67065881871665,118.84854516160537,125.58759101144037,150.78894426895098,140.54647789165878,147.9783295804679,124.80864842403747,99.99999999999969,99.99999999999969,149.74688833214876,147.73992682317095,99.99999999999969,190.15067154512164,146.2248786067615,147.04275694716856,155.14699755319697,109.96802977920022,135.36652803975474,105.79812303828265,118.17105843710706,99.99999999999969,99.99999999999969,199.74698694785926,145.55674234332483,104.17394216534036,132
LOERPJ,110.60636032482866,140.7809242833491,184.49069171976967,175.9236085709333,192.59382819015823,138.57444145808907,199.99999999999966,99.99999999999974,99.99999999999974,124.47550832481969,131.79302598419164,133.07129255664333,189.78495658702778,184.10950464932682,151.15999192450073,156.76680946898006,129.01340693118243,148.72452703661725,99.99999999999974,167.04464509173494,99.99999999999974,149.7515524109955,187.50937734433577,119.40991926255313,151.98198024757892,186.8876341627241,81.2613664750603,150.10295609863707,0.0,182.3648930749221,99.99999999999974,114.32254662038214,99.99999999999974,195.2024334366514,163.65575227371508,132.0938143592414,178.42062421984917,91.74660607172592,174.87102015220998,120.99579044984996,107.97858785888218,116.50014962423698,169.74791796480355,179.9633582987509,143.22211509048853,148.11620430086816,99.99999999999974,146.65134942501297,190.50720108534145,143.27810386196163,99.99999999999974,199.99999999999972,160.95766915913384,172.2522184549394,150.28745408552226,158.38472755464645,142.31308140283195,181.15626744700896,149.416627245356,132.94565522639311,99.99999999999974,167.94178233833222,136.3267120134424,152.78352860914384,99.99999999999974,150.39562597462594,128.9297256138337,101.3942143424829,164.41098896867697,174.687013199691,99.99999999999974,155.85160656873867,121.64411208883779,175.6175741301848,132.76540007088886,145.3419519853895,196.67712685058598,148.6211709743176,190.4725609756093,152.98773771249216,125.84552334650635,134.87445352959259,120.75946304562218,99.99999999999974,99.99999999999974,121.14308110196801,153.65811061971627,99.99999999999974,199.99999999999974,165.1662040928644,158.8425004749089,195.71838361280606,170.06911172331877,156.76011238494826,117.81993962245888,178.68494680323755,99.99999999999974,99.99999999999974,175.92360857093325,155.69020814968215,130.95949725126133,52
GARITS-2,185.738451431342,200.00000000000017,190.91115655532857,200.00000000000014,200.00000000000017,185.47642281185796,200.00000000000014,100.0000000000001,100.0000000000001,198.18223131106578,198.6482102303451,189.79058593824794,190.91115655532843,200.00000000000009,200.00000000000009,190.91115655532843,200.0000000000001,198.6366734832992,100.0000000000001,190.91115655532843,100.0000000000001,197.94054349057296,200.00000000000009,170.08385377680625,193.63567328325934,200.00000000000006,180.27242716770402,161.4910468370235,182.3648930749221,0.0,100.0000000000001,181.8223131106564,100.0000000000001,200.00000000000009,200.00000000000028,194.68362436643685,186.69507891056818,181.61978432738223,197.17812045720132,180.00454442172247,190.91115655532832,191.931645318629,184.28562267808954,194.2896338849353,200.00000000000014,200.00000000000017,100.0000000000001,190.91115655532843,200.00000000000014,194.05589638718493,100.0000000000001,200.00000000000006,197.59925798521374,200.0000000000002,200.00000000000009,189.0933878663941,196.25874830951082,200.0000000000001,198.18223131106583,147.84714278042185,100.0000000000001,200.0000000000001,198.18223131106575,196.73604875792455,100.0000000000001,200.00000000000014,190.91115655532857,198.18223131106552,181.82231311065672,200.00000000000006,100.0000000000001,192.6925698704841,188.0133430247776,200.0000000000001,187.73006134969333,200.00000000000014,190.91115655532846,192.10371243370665,199.99999999999991,199.9999999999999,200.00000000000014,190.9111565553284,197.1417955240519,100.0000000000001,100.0000000000001,189.29196669153146,200.00000000000014,100.0000000000001,200.0000000000001,200.00000000000014,183.3381978901723,193.35528284944638,165.61073807975666,200.0000000000001,190.6561595083281,192.41398073164407,100.0000000000001,100.0000000000001,200.0000000000001,198.18223131106572,172.44365577898262,22
KAIPOP-2,100.00000000000007,100.00000000000004,100.00000000000014,100.00000000000001,100.00000000000004,99.99999999999999,100.00000000000001,0,0,99.99999999999999,100.00000000000004,100.00000000000014,99.99999999999999,99.99999999999997,99.99999999999996,100.00000000000001,99.99999999999999,99.99999999999984,0,100.0,0,100.00000000000004,99.99999999999997,100.00000000000011,99.99999999999997,99.99999999999997,99.99999999999989,99.99999999999969,99.99999999999974,100.0000000000001,0,99.99999999999966,0,99.99999999999997,100.00000000000016,100.00000000000001,100.00000000000007,99.9999999999999,99.99999999999969,100.00000000000006,99.9999999999999,100.00000000000006,100.00000000000006,99.99999999999994,100.00000000000003,100.00000000000006,0,100.0,100.00000000000001,100.00000000000009,0,99.99999999999999,99.99999999999993,100.00000000000009,100.0,100.0,99.99999999999996,100.0,100.00000000000004,100.00000000000004,0,100.0,100.0,99.99999999999993,0,100.00000000000003,100.00000000000011,99.99999999999976,99.99999999999997,99.99999999999997,0,100.0,99.99999999999991,100.0,99.99999999999999,100.00000000000004,100.00000000000003,100.00000000000001,99.99999999999979,99.9999999999998,100.00000000000006,99.99999999999997,99.99999999999999,0,0,100.00000000000004,100.00000000000001,0,100.0,100.00000000000001,100.0,100.0,100.0000000000001,99.99999999999997,99.99999999999999,99.99999999999994,0,0,100.0,99.99999999999993,99.99999999999943,0
FLAHPO-4,134.1133432942534,130.18553877819068,164.57216889464686,199.99999999999966,176.35003827807526,154.09606127924593,199.99999999999966,99.99999999999966,99.99999999999966,155.3992236486127,151.27974521005316,148.66871517935976,150.25881607099842,192.15593899063623,185.20246625562368,155.86456450790905,104.65192507052804,157.84187236084676,99.99999999999966,162.17600087080413,99.99999999999966,147.73800899260368,164.57216889464672,130.32722478815012,160.03200640127992,191.1173352005598,111.31038189951232,154.4182002973312,114.32254662038214,181.8223131106564,99.99999999999966,0.0,99.99999999999966,199.9999999999996,155.47526626954834,146.9131687137274,149.72687785988262,139.50880694576077,151.2210584302855,133.54034563504985,141.11196833044772,178.58257930248743,167.196151042247,170.63967216301046,151.44342154739573,121.81119891114784,99.99999999999966,147.89346050805196,176.3500382780752,165.83758238720262,99.99999999999966,176.3500382780752,152.38764329928205,150.55119900600562,141.4251949017148,175.5009424916866,154.4737785118878,199.99999999999966,163.01714959669061,151.6373668773876,99.99999999999966,153.19474707025478,153.20277172845383,114.16046298008827,99.99999999999966,129.78400808713252,136.99682019008745,136.55100620539008,144.664618982832,167.5659070181266,99.99999999999966,148.25791808979616,114.77233526045761,143.02226513378832,142.4379950728317,176.35003827807526,164.5486131558799,162.49276693235683,166.82259925368479,168.50597726871163,147.79318994168008,140.7696499730144,142.18020376811438,99.99999999999966,99.99999999999966,91.28415136903241,133.49902312222736,99.99999999999966,199.99999999999966,129.54478534833038,132.6612111586811,169.70532112752153,176.71133826602852,130.66528673043368,132.4597076129789,166.73115826884293,99.99999999999966,99.99999999999966,199.9999999999996,166.3767629978165,144.65304860094798,17
RICCOT-11,100.00000000000007,100.00000000000004,100.00000000000014,100.00000000000001,100.00000000000004,99.99999999999999,100.00000000000001,0,0,99.99999999999999,100.00000000000004,100.00000000000014,99.99999999999999,99.99999999999997,99.99999999999996,100.00000000000001,99.99999999999999,99.99999999999984,0,100.0,0,100.00000000000004,99.99999999999997,100.00000000000011,99.99999999999997,99.99999999999997,99.99999999999989,99.99999999999969,99.99999999999974,100.0000000000001,0,99.99999999999966,0,99.99999999999997,100.00000000000016,100.00000000000001,100.00000000000007,99.9999999999999,99.99999999999969,100.00000000000006,99.9999999999999,100.00000000000006,100.00000000000006,99.99999999999994,100.00000000000003,100.00000000000006,0,100.0,100.00000000000001,100.00000000000009,0,99.99999999999999,99.99999999999993,100.00000000000009,100.0,100.0,99.99999999999996,100.0,100.00000000000004,100.00000000000004,0,100.0,100.0,99.99999999999993,0,100.00000000000003,100.00000000000011,99.99999999999976,99.99999999999997,99.99999999999997,0,100.0,99.99999999999991,100.0,99.99999999999999,100.00000000000004,100.00000000000003,100.00000000000001,99.99999999999979,99.9999999999998,100.00000000000006,99.99999999999997,99.99999999999999,0,0,100.00000000000004,100.00000000000001,0,100.0,100.00000000000001,100.0,100.0,100.0000000000001,99.99999999999997,99.99999999999999,99.99999999999994,0,0,100.0,99.99999999999993,99.99999999999943,0
MELHAO,191.8718017611389,169.22366700007692,200.0000000000001,152.19123505976094,200.0,199.99999999999997,99.99997499999374,99.99999999999997,99.99999999999997,199.99999999999991,191.89196496160918,197.290442372849,166.61669165417285,130.01298030192424,199.9999999999999,188.899735707993,199.99999999999994,165.40493040039624,99.99999999999997,145.40992546809667,99.99999999999997,192.26468135059156,199.99999999999994,200.0000000000001,199.99999999999994,189.99699909972986,197.70167777522394,197.97892567930936,195.2024334366514,200.00000000000009,99.99999999999997,199.9999999999996,99.99999999999997,0.0,200.00000000000017,184.04118624124263,200.00000000000006,185.1628162267351,188.59561611036656,200.00000000000009,186.19213642169206,181.25449260868203,199.99999999999994,194.28963388493517,200.0,193.94215026378023,99.99999999999997,191.03540265658867,199.99999999999994,189.47701058619063,99.99999999999997,199.99999999999994,191.59830345162936,196.49356803144912,170.58788913081855,183.33500050015002,199.14767819092773,199.99999999999997,200.00000000000003,192.610521116325,99.99999999999997,199.99999999999997,189.16039845497053,199.9999999999999,99.99999999999997,200.0,193.11721384816587,199.99999999999974,199.99999999999997,197.54989592261535,99.99999999999997,200.0,183.0518528561864,199.99999999999997,200.00000000000006,159.9929987747856,200.0,200.0,199.99999999999977,191.99999999999977,200.00000000000006,194.73691135642946,184.8257924371909,99.99999999999997,99.99999999999997,195.23004866365244,176.1795824992851,99.99999999999997,199.99999999999997,199.99999999999997,199.99999999999994,180.04589444278156,194.72261016848432,188.54902858450885,193.15251405446486,196.15514074416004,99.99999999999997,99.99999999999997,131.27498750624684,199.9999999999999,191.07205406630482,2
SWABSO,94.38754399631608,122.6969049675045,134.9133641718037,200.0000000000002,144.13225476835248,110.47755387595556,200.0000000000002,100.00000000000016,100.00000000000016,161.39191818374667,103.09786902393617,107.20859090822717,171.44898542440714,200.00000000000014,171.24039750286897,158.2361231795431,103.82898043920258,93.41644300070199,100.00000000000016,177.27665220710819,100.00000000000016,100.0470022768246,151.53842657819396,133.37036506790542,172.67190837613063,140.60737832311844,158.7839020677202,134.8666653097129,163.65575227371508,200.00000000000028,100.00000000000016,155.47526626954834,100.00000000000016,200.00000000000017,0.0,121.70631915089318,142.45330182247892,128.45620373612005,142.45330182247852,173.47555835803277,155.9125449280547,142.17342098995914,113.63611579617698,156.21481036897325,165.9133126466227,115.11446447952005,100.00000000000016,80.58551551476597,138.72136795843338,103.83740673636733,100.00000000000016,127.83182392571703,85.91992651656665,116.20837303988702,140.53240665525686,195.45516520474496,82.96675119418424,150.024996591374,117.94142058064593,175.0365123990649,100.00000000000016,190.914875244285,85.64358452034998,124.95377797408547,100.00000000000016,94.07098835672217,108.0393710633076,157.4963661897354,195.45516520474496,93.77894471139746,100.00000000000016,190.91487524428507,117.30564109048828,142.45330182247883,179.552788256147,133.19725034506152,151.53842657819402,86.02634068295606,132.92586279808842,92.3068645184747,85.29516373451543,125.872815142701,85.16915394605354,100.00000000000016,100.00000000000016,149.01846437894483,128.15533213417459,100.00000000000016,161.38708357951197,123.01591903439801,173.4855276081433,112.9255101577058,172.58476804859947,76.1657738251215,94.22160061695938,130.97084911370564,100.00000000000016,100.00000000000016,200.00000000000017,126.47820751715672,144.76799911596845,44
COTMCA-2,91.4754697697338,146.87613072699875,174.54863515018917,186.750087609084,178.7253804228599,127.59060240846551,190.08863475131844,100.00000000000001,100.00000000000001,155.7114454558493,115.51801942884103,123.7467794831419,175.30648934018248,190.45331646680395,171.41949389985146,151.17849697216704,140.11503708394824,81.55488565944927,100.00000000000001,168.23804084166207,100.00000000000001,124.63221544669977,182.2559552809046,138.2743040047575,172.93377892880443,129.28010449255618,136.45623016846966,146.66741699475855,132.0938143592414,194.68362436643685,100.00000000000001,146.9131687137274,100.00000000000001,184.04118624124263,121.70631915089318,0.0,165.42159896378885,92.68978963334088,153.12439143439653,159.60306812433117,145.53994662340426,132.8933057812441,152.2237653988502,156.6522570872627,162.6070184135776,136.14189705551547,100.00000000000001,77.37891293100583,169.32569970966486,134.06972478497147,100.00000000000001,119.10618790795206,79.17075033389519,157.50072715998604,97.32812681067603,178.50258268730536,96.09147964447772,135.43894287887724,155.16632796706787,148.66529820393336,100.00000000000001,174.55091441091085,89.66734720195251,139.29770980406857,100.00000000000001,113.38117110926311,123.13027977614166,155.3570819202579,191.17014396380534,111.45465677892693,100.00000000000001,172.26937442840418,123.98303822667931,160.40212156686562,172.64155715356023,126.46648965341635,181.4810066354978,118.17007473602368,157.86332708249975,104.68556163548345,108.1314243924616,132.89710387358164,89.72314155367452,100.00000000000001,100.00000000000001,129.53404425717244,131.751359211867,100.00000000000001,136.48555091156183,140.0122897106442,173.82870093329527,106.42780014302362,147.72946269687998,89.98306168085905,94.7108685584261,155.81525617668348,100.00000000000001,100.00000000000001,185.69023137345403,164.89527342413427,126.64193603680877,351
PENTSO-2,125.53200269477112,106.61250582672972,133.23566624492258,200.0000000000001,133.23566624492247,127.26396253701542,200.0000000000001,100.00000000000007,100.00000000000007,175.00937617202163,125.45629876565623,130.73615775668523,171.44898542440706,200.0000000000001,185.20246625562413,169.0468820686208,116.15716024983004,139.8927343060564,100.00000000000007,181.8214870023633,100.00000000000007,126.80608361642624,119.81088100153157,123.50933619226313,186.6950789105681,141.94646487440275,172.86607408409137,139.36625533107585,178.42062421984917,186.69507891056818,100.00000000000007,149.72687785988262,100.00000000000007,200.00000000000006,142.45330182247892,165.42159896378885,0.0,171.4523265529012,78.33510054128966,180.65182316876428,167.65452466033105,200.00000000000014,88.9722955269855,99.15586270701392,158.33895491811793,82.81723742622958,100.00000000000007,142.16084032679382,112.11294789657028,122.81034391952396,100.00000000000007,166.44474034620515,119.93074515549037,140.74867060950152,186.69507891056813,200.0000000000001,119.9307451554904,200.0000000000001,116.57321773134763,157.01442802133877,100.00000000000007,186.6950789105681,131.6983126651759,119.93074515549037,100.00000000000007,146.70707531164777,119.93074515549056,175.4963232167561,200.00000000000009,124.75764493966955,100.00000000000007,186.69507891056816,109.24505078961703,119.93074515549046,188.88580161155886,170.00475083139563,133.23566624492247,118.2510184143856,78.86039812907141,155.97999999999996,108.76128371787611,171.06617018197136,138.08559538811684,100.00000000000007,100.00000000000007,158.51887487843695,119.93074515549044,100.00000000000007,200.00000000000006,119.93074515549046,177.77592461326785,133.2356662449224,131.84673108878673,114.21384338433819,130.93805510185945,115.61344581331437,100.00000000000007,100.00000000000007,200.0000000000001,109.09201041855964,140.14736910486863,15
STRTEC,69.48860569155198,145.49613292749856,167.33661615256372,178.84177436255666,182.14165514490116,115.10805495246684,185.89331869667174,99.9999999999999,99.9999999999999,124.32847202552176,101.95474307948793,97.7668833159744,173.151040367247,180.64288209171184,151.42720411547137,127.9577799913377,132.01676186459255,95.0577045296164,99.9999999999999,148.0650941882537,99.9999999999999,106.26863655834661,183.49224090614223,113.20972319440584,159.70859737538035,150.02082182461223,86.61274233833039,127.55169877948777,91.74660607172592,181.61978432738223,99.9999999999999,139.50880694576077,99.9999999999999,185.1628162267351,128.45620373612005,92.68978963334088,171.4523265529012,0.0,158.5933363754202,117.78903399692456,108.09594227377374,102.23613720510012,145.11773141705564,160.99388982871764,169.83144553664977,134.89793972202352,99.9999999999999,114.81222666545303,170.9773628162954,122.77087135431985,99.9999999999999,170.58669727059518,125.0491383136343,146.22764677070748,142.5541241702082,142.17653809690125,103.09166016549905,153.92285814081126,136.33873804215926,136.33990120204183,99.9999999999999,182.7046554563144,102.84439858241807,147.2756329892668,99.9999999999999,123.94591088269046,111.96749146183012,135.03692238155392,152.71134174941355,144.10116252010292,99.9999999999999,174.80245496731692,110.66637430316489,172.6516640886182,135.99626018121583,121.89008256326098,182.16416346489686,122.00984637511455,166.90031380791302,114.29839648720103,106.15231500469959,127.22554328421924,109.72212492158523,99.9999999999999,99.9999999999999,128.39170927455228,137.16233668363319,99.9999999999999,181.0388703158524,153.21428130053738,148.8809342840255,152.959233571179,144.75168758273495,140.00138866087053,75.28939548438672,152.7973809619613,99.9999999999999,99.9999999999999,181.1051344743275,142.48080553527797,115.68980479555955,494
PENTIH,110.89554104525796,104.53891895193743,90.81891514408701,197.146766240059,90.81891514408693,124.44208299421653,197.146766240059,99.99999999999969,99.99999999999969,175.0093761720212,122.54514977830617,115.59336319333917,168.62710588160817,197.14676624005898,193.44738280396498,163.3717687658812,98.44761667614083,128.51087673257075,99.99999999999969,175.96379578895906,99.99999999999969,117.69410706848443,78.06915030071545,126.663407404924,180.54613345494946,167.97792294961218,167.86660124564008,135.0709573466966,174.87102015220998,197.17812045720132,99.99999999999969,151.2210584302855,99.99999999999969,188.59561611036656,142.45330182247852,153.12439143439653,78.33510054128966,158.5933363754202,0.0,177.82994362596534,175.2976506863522,194.32488669726055,84.3085379533785,133.43393038417142,161.26143971989566,82.99963115095358,99.99999999999969,139.3076065668527,71.99641021745526,121.6367712612344,99.99999999999969,166.44474034620472,98.27869899046647,137.81191052690724,177.69289969500878,197.146766240059,101.31495594417645,199.99999999999972,108.59819523869062,148.33550958121262,99.99999999999969,180.54613345494946,124.37891141164312,71.36504859903658,99.99999999999969,140.55812985602913,111.39822875658474,169.34737776113747,197.17812045720117,81.11522958023231,99.99999999999969,177.69289969500878,110.20050890184933,71.36504859903663,186.06392206875998,162.1506419183027,87.9970356012884,96.45039233321928,75.0400905770147,153.12676624005886,106.6670765074605,168.24429063917248,126.89118116060465,99.99999999999969,99.99999999999969,149.96991106020909,77.70719766469703,99.99999999999969,199.9999999999997,71.36504859903665,174.95404507046894,116.87139958336935,145.2981184222626,105.0785187399027,117.17061930696441,117.70749325877782,99.99999999999969,99.99999999999969,197.14676624005898,118.74150775805214,131.29993279389953,70
HATHSA,145.93178904603752,180.65182316876417,172.04259438528575,187.09906421426277,193.55275895450154,159.08403178545774,200.00000000000014,100.00000000000006,100.00000000000006,106.6188170262167,142.7105840698429,157.9838037970065,167.7444336882866,171.0939012584705,178.74411595055767,119.91547348647289,180.65182316876414,158.31399700047288,100.00000000000006,137.4343988264858,100.00000000000006,173.30574179963747,193.55275895450148,122.75977526750799,182.80090351726366,177.31788849336317,99.64151809708116,165.8675720113745,120.99579044984996,180.00454442172247,100.00000000000006,133.54034563504985,100.00000000000006,200.00000000000009,173.47555835803277,159.60306812433117,180.65182316876428,117.78903399692456,177.82994362596534,0.0,124.09436371496629,135.1586004508349,178.29831476437406,184.02976601386297,174.59828291543155,180.6518231687642,100.00000000000006,150.17620114609488,186.15097420398774,160.57444511251944,100.00000000000006,193.55275895450148,168.20542859644405,186.53638507548925,181.21428812999272,118.84588545327716,163.965202552114,174.18522103904488,154.20836790631378,156.22724401174355,100.00000000000006,187.0990642142627,135.07868318649838,165.74365240719362,100.00000000000006,167.75088738302688,147.08188056906866,132.63665193129185,98.59578062667993,175.5559424980303,100.00000000000006,154.86285898677,139.1322522958498,180.65182316876417,89.62189220931099,169.9064214262666,179.27521143413566,176.63657891449253,184.0253199301111,171.1095179090028,149.72203466460059,145.46752601066936,159.15340831937462,100.00000000000006,100.00000000000006,129.11381331721472,167.75088738302682,100.00000000000006,200.00000000000006,180.65182316876417,141.377119646046,186.9080418039478,176.97863471879714,177.79051097099025,150.22331684481262,178.17716871378911,100.00000000000006,100.00000000000006,187.09906421426274,170.82929977412067,162.2622737899905,31
AINPAR,135.2441230679228,132.85151481981652,171.0790350771265,193.096068210846,180.29792567367525,115.66089639065214,199.9999999999999,99.9999999999999,99.9999999999999,139.89467279150165,138.99680206176322,128.20820380083126,150.71283095723007,181.5941178501156,137.28144238800542,147.88974356658866,153.99506434008495,155.3007779038332,99.9999999999999,128.29814272374813,99.9999999999999,144.24419834833725,187.7040974835167,110.77297713757717,163.35393006317088,173.76212863859143,96.46615507701705,153.68743465019273,107.97858785888218,190.91115655532832,99.9999999999999,141.11196833044772,99.9999999999999,186.19213642169206,155.9125449280547,145.53994662340426,167.65452466033105,108.09594227377374,175.2976506863522,124.09436371496629,0.0,129.12191070399987,168.24979153162622,164.85120085886328,186.36473471642094,146.46000897511132,99.9999999999999,146.87742787396593,173.93249515874095,135.03495416813047,99.9999999999999,187.70409748351676,167.44718709854482,160.26096862163004,187.38389042130487,164.1478822189236,149.9046282847177,163.18823570023122,143.8906361394784,164.471432620665,99.9999999999999,193.2686665055748,131.95471124607045,172.9266180962393,99.9999999999999,150.2362443257081,132.72393578586946,137.4000217043168,139.58024474628132,161.72334559800558,99.9999999999999,193.26866650557486,122.1614504150258,180.9727639890917,134.24921722429116,134.26961820911083,173.4265499631509,145.59883432562202,180.9727639890915,115.28060602713225,129.86797488211786,114.00243566327757,145.46106360017217,99.9999999999999,99.9999999999999,155.42644154092332,174.0688321999378,99.9999999999999,199.9999999999999,178.1971857436239,149.93823387622928,187.70409748351676,175.58036408679146,176.2058178676004,124.94848360050547,171.10947292313085,99.9999999999999,99.9999999999999,193.096068210846,140.88427485384221,155.84632897232643,29
COVROP,124.934826904063,166.9926526566702,183.37493759360976,162.49648404537928,192.59382819015855,151.67241582331306,181.23574085070476,100.00000000000006,100.00000000000006,151.26310695390666,111.77821553435288,146.0768362014511,187.50507860111884,181.25449260868206,151.40817538074234,148.15876282741854,159.90956699360376,133.01010575318742,100.00000000000006,162.50898521736414,100.00000000000006,138.5494669428751,193.73691283557835,160.49141567622354,175.00390661624527,155.1505289696732,123.20219208381164,161.8382048995643,116.50014962423698,191.931645318629,100.00000000000006,178.58257930248743,100.00000000000006,181.25449260868203,142.17342098995914,132.8933057812441,200.00000000000014,102.23613720510012,194.32488669726055,135.1586004508349,129.12191070399987,0.0,174.56321049820707,174.69092695430135,187.4992187011689,159.08677460432975,100.00000000000006,134.1728717720874,179.4927062083831,134.39926284499091,100.00000000000006,168.74707003781606,147.75273420408496,160.9676489163103,150.7269318768393,160.21614622649759,135.53655560570368,159.3711910491609,147.76014328245833,170.5496884806895,100.00000000000006,200.00000000000003,111.38991724060229,174.37155525850886,100.00000000000006,136.25189625348239,123.72053523764852,143.43188531551746,168.34057495041233,148.578097342824,100.00000000000006,182.49835922117703,144.6271410925614,200.00000000000006,131.94329146740392,123.12832496726091,193.74941400756327,143.35569484365462,190.47256097560964,112.13076225896161,119.87090606952003,137.35319335442313,114.66782452190246,100.00000000000006,100.00000000000006,167.31757532302606,154.15596270200095,100.00000000000006,168.7470700378161,180.56261721191925,162.65041635586456,162.4964840453793,182.85317350998722,152.52915250083365,120.77301729161749,178.92177238946968,100.00000000000006,100.00000000000006,162.50898521736414,149.15012788173038,165.33427507128883,32
