,Literature,RICCOT-11,FLAHPO-4,GARITS-2,KAIPOP-2,LOERPJ,AINRHA,WINPKP,PURTMS,BUCPAR,GALTTO-3,ASHHTO,MCIHAT-2,ROMFYY-2,ROTTEC,SCHIHA-3,STRAMH-2,NOOTSA-2,LEVBHW-2,FLAHOT,AMIAHA,LESRCO,THITEM,WINAIR,FRASAT-13,PIKHBT,STOPAR,TOMCIH,LOECER,SCHHOT-7,DUSDHD,PAPPOT-2,DAVHOP,MURWIT,MIJHAS,AINTPO,SCHROH-5,WAXHQC,STRTEC-2,NATHST,ROTHAJ,INUHLT,LYBCHS,ZINTUT,GARHSA,GILTNT,HUMHIS,SIRTCO,BUTTSA-3,COVROT-2,HENDHO,GRETSA-6,COVROP,AINPAR,HATHSA,PENTIH,STRTEC,PENTSO-2,COTMCA-2,SWABSO,MELHAO,MATTHB,1173780,KAIOHA-2,ROBHOP,GAROMI-3,WARCSA-3,SWAPIA-2,MENPIT,INUJAT,FALSAT-3,PENHTO,PERHYL,IRATIH,NOOAPH,ELLTCO-4,PURHPO-3,BRIPTT,PITTEC,BIRHOS,MCIFRO,ROCICH,KAIPAR,PENTSI,SPELTT,MCISGA,CLACAH,PEAHRO,EPIHPO,CARTIJ,PITSRA-2,ROTWWH,AINSAP-2,SCAWWH-2,RUSFS-3,YANHVO,PEAHOP-2,PENHOP-2,PATHBS,ROCHAT-4,GRETIO-4,totalAggressiveCites
GALTTO-3,143.16871159154786,100.0000000000002,167.9216200628217,183.63620119717697,100.0000000000002,174.0192009845567,162.40276495365418,151.09799680058248,186.03128441436036,200.00000000000006,0.0,161.90476190476187,157.96821119308655,100.0000000000002,193.13069025582482,100.0000000000002,163.607242754285,171.82187654345967,169.02668188802178,190.12933086750053,198.8099705172876,189.57562762440807,149.74927477775668,154.92546743520685,187.79237023139444,100.0000000000002,100.0000000000002,199.99999999999997,143.73925031959374,189.2790136692577,199.99999999999991,162.96695669441436,187.7887965692845,100.0000000000002,156.02721718034059,180.99248028324166,200.00000000000003,150.50277653833328,190.77280443134094,200.0000000000001,167.59893818879254,155.5460165969042,174.88859013200556,100.0000000000002,161.37494687537279,166.97208231734888,158.95375862861874,100.0000000000002,174.9358745601043,188.68874761654638,166.19264013587954,151.27620164950838,188.60978269871026,178.00999948752525,171.8217469101705,141.80900990523858,165.74340650447067,149.94111614091923,174.44387086460463,172.78316737742998,199.99999999999994,100.0000000000002,164.8536085658867,179.06243219939668,153.97685074473273,177.12332993835435,150.36119463615654,151.28941969495762,156.2512284463504,185.9520044793688,181.7367724791874,186.8989547038328,163.37926648396433,200.00000000000006,100.0000000000002,149.7653707262575,191.3624586795318,176.67681642687108,162.12111641189583,172.18786083999686,100.0000000000002,154.03578575859177,167.2879504036141,200.00000000000009,165.42830802994825,163.9223380166455,196.42633788975246,100.0000000000002,100.0000000000002,163.2758623644986,157.38456734026084,169.17910814061932,166.55018708298516,156.01835638658272,178.86739773112538,165.4776771129264,200.00000000000023,100.0000000000002,176.7890645939426,168.50536108547524,100.0000000000002,56
ASHHTO,161.1149337536888,99.99999999999996,186.8230499118208,199.99999999999997,99.99999999999996,198.56766070500345,177.69498620820107,186.0410097927835,195.55866760028007,200.00000000000003,161.90476190476187,0.0,156.0267515057691,99.99999999999996,199.99999999999997,99.99999999999996,161.4011811200982,144.10064780346022,178.10960901133876,198.1447536521691,199.99999999999997,193.74843710927732,158.58903926035094,147.76413972099053,187.51093886735836,99.99999999999996,99.99999999999996,197.9119779944987,150.52887765705626,170.82742745736473,187.4718679669917,164.40130377077554,179.8027909685739,99.99999999999996,142.21303274861592,188.64163991108916,199.99999999999997,139.88114851644974,197.91197799449864,193.74843710927735,149.90259911198464,136.59087402851435,179.02796271637814,99.99999999999996,169.5661433133604,130.27418260977618,161.35887400961565,99.99999999999996,177.45669362583513,187.51171948246756,171.81399868530113,141.38164605239223,193.7369128355783,191.7567054437505,197.85091965150062,133.7677969074685,188.5067611396634,152.71494173736576,188.98376311643327,158.44068047871403,200.00000000000003,99.99999999999996,164.81044225671886,182.02655228220692,149.53206305250526,167.40043710927742,135.84237570444444,130.68057899318057,104.01299231482157,180.4161039509747,199.99999999999997,145.83645911477868,165.7003295329666,199.99999999999997,99.99999999999996,129.87179665003177,200.00000000000003,193.00077769136746,160.49515940827052,162.69759482257845,99.99999999999996,124.37765204095892,155.93424723328616,200.0,178.29621082562485,144.78013924705965,200.00000000000003,99.99999999999996,99.99999999999996,149.19884727247694,168.7775183341437,159.39625876167736,185.37624184074738,142.77878433990415,188.88379268648617,121.53999116574306,199.99999999999997,99.99999999999996,127.68421945349078,177.528454789488,99.99999999999996,16
MCIHAT-2,111.32502600326212,100.00000000000027,168.19098533001184,200.00000000000028,100.00000000000027,171.80509925202273,163.39048591453903,172.28403645514422,169.5157108087192,185.08541595872848,157.96821119308655,156.0267515057691,0.0,100.00000000000027,194.50125111982942,100.00000000000027,138.11860818891006,157.96031427306343,172.96942731417818,162.09393588157565,196.72958306302965,193.80103590662418,120.14958351503293,133.10700244266542,187.7330182578569,100.00000000000027,100.00000000000027,196.8593288231237,135.22550201012837,183.72205574948785,192.97931275936278,164.3361551434756,179.18507305921975,100.00000000000027,155.68567539599104,183.85848958060876,191.07637494465206,120.68883451887596,196.64308588963374,174.50438858844427,141.03728232644423,135.57365989663555,162.94631538481352,100.00000000000027,147.700793092667,158.53969437723282,147.64363548684491,100.00000000000027,166.94764414032446,192.60861058766596,162.87755001247697,125.64523138937867,171.58645612152208,168.4398970041838,194.07700307888751,133.90836739748065,145.88788088061622,145.3832183070923,148.64088826363675,144.33560590095752,195.535098287562,100.00000000000027,138.3775254559671,172.24710651329474,144.64334952024544,142.00139981258934,150.40528710008886,140.440896593982,160.25827656741114,174.17408353526832,199.50573043773744,182.63878162552902,150.78643456407332,199.62929782830312,100.00000000000027,134.59789546012905,200.0,178.17982204344048,145.5809820047835,165.16595359657833,100.00000000000027,125.1757563358444,137.49875819985,197.19913914717927,158.07088911251512,145.36311729591503,193.28617177926736,100.00000000000027,100.00000000000027,152.42138712602616,122.67237276449772,133.00722553412987,165.6046917585614,144.3241096588409,184.51302624683126,151.0323877172908,193.47976069115387,100.00000000000027,166.94671417762757,161.03584487409293,100.00000000000027,97
ROMFYY-2,99.99999999999993,0,99.99999999999955,100.00000000000001,0,99.99999999999974,99.99999999999979,99.99999999999977,99.99999999999997,100.00000000000001,100.0000000000002,99.99999999999996,100.00000000000027,0,100.00000000000001,0,99.99999999999987,100.00000000000001,99.99999999999991,100.00000000000001,100.00000000000001,100.0,99.99999999999972,100.00000000000011,99.99999999999993,0,0,100.00000000000001,99.99999999999982,100.00000000000003,99.99999999999997,100.00000000000014,100.00000000000003,0,100.00000000000003,100.0,100.0,100.0,100.0,100.0,100.00000000000014,99.99999999999991,100.00000000000001,0,99.99999999999999,100.0,100.0,0,100.0,100.0,99.99999999999993,100.00000000000024,100.00000000000001,100.00000000000036,100.0000000000001,99.9999999999995,99.99999999999982,99.99999999999994,99.99999999999994,100.00000000000021,99.99999999999999,0,100.00000000000027,100.00000000000014,100.00000000000006,100.00000000000004,99.99999999999979,100.00000000000004,100.00000000000003,100.00000000000009,99.99999999999996,100.0,99.99999999999973,100.0,0,99.99999999999996,99.99999999999999,99.99999999999991,100.00000000000004,100.00000000000003,0,99.99999999999999,100.00000000000023,100.0,99.99999999999929,100.00000000000003,100.0,0,0,99.99999999999987,99.99999999999991,99.99999999999996,99.99999999999989,100.0,100.0,100.00000000000004,100.0,0,100.00000000000007,100.0000000000002,0,0
ROTTEC,192.13473952454316,100.00000000000001,199.50532948589625,197.27322305035452,100.00000000000001,192.26844810657735,187.30995613935258,192.3373937025966,195.55866760028005,199.99999999999997,193.13069025582482,199.99999999999997,194.50125111982942,100.00000000000001,0.0,100.00000000000001,195.0116388860323,196.2264150943396,198.5047263030074,196.49455806326395,200.00000000000003,161.22412516750435,193.70705001818476,194.26746677025017,187.49843730466296,100.00000000000001,100.00000000000001,200.00000000000003,193.75387370015844,181.82148700236326,200.0,181.82148700236334,187.181657305532,100.00000000000001,191.87266728230048,195.52729068905893,200.0,195.56946230779545,152.58598484835395,200.00000000000006,198.44158579175513,192.18903366982167,198.60186418109183,100.00000000000001,186.91305038291634,192.30976482814364,194.44784082698834,100.00000000000001,189.39421502637805,199.99999999999991,194.28963388493523,194.97520408941807,189.45999055980838,187.96644689150386,188.3019374165243,191.56841259755925,189.90230028441675,194.4462941999071,192.36219732129874,198.4865700131805,181.8033084893655,100.00000000000001,184.90248230824173,192.98430283812002,197.95468462951618,193.1680000000001,187.29992378048775,192.02307477592052,200.0,190.29802175024338,182.79599975735044,188.89074228523765,198.44585490691213,200.00000000000006,100.00000000000001,190.81302803967182,197.72768587529532,191.96063189650246,194.1353632209912,194.88153553933824,100.00000000000001,198.42788343808658,193.021345801992,200.00000000000003,191.03805658005905,199.74559331273835,200.0,100.00000000000001,100.00000000000001,195.51465143340732,188.94404919233884,188.7893788091219,196.86209253261245,197.48578269979043,197.22303298169544,194.44884350906443,200.00000000000003,100.00000000000001,199.99999999999994,198.18741849218756,100.00000000000001,11
SCHIHA-3,99.99999999999993,0,99.99999999999955,100.00000000000001,0,99.99999999999974,99.99999999999979,99.99999999999977,99.99999999999997,100.00000000000001,100.0000000000002,99.99999999999996,100.00000000000027,0,100.00000000000001,0,99.99999999999987,100.00000000000001,99.99999999999991,100.00000000000001,100.00000000000001,100.0,99.99999999999972,100.00000000000011,99.99999999999993,0,0,100.00000000000001,99.99999999999982,100.00000000000003,99.99999999999997,100.00000000000014,100.00000000000003,0,100.00000000000003,100.0,100.0,100.0,100.0,100.0,100.00000000000014,99.99999999999991,100.00000000000001,0,99.99999999999999,100.0,100.0,0,100.0,100.0,99.99999999999993,100.00000000000024,100.00000000000001,100.00000000000036,100.0000000000001,99.9999999999995,99.99999999999982,99.99999999999994,99.99999999999994,100.00000000000021,99.99999999999999,0,100.00000000000027,100.00000000000014,100.00000000000006,100.00000000000004,99.99999999999979,100.00000000000004,100.00000000000003,100.00000000000009,99.99999999999996,100.0,99.99999999999973,100.0,0,99.99999999999996,99.99999999999999,99.99999999999991,100.00000000000004,100.00000000000003,0,99.99999999999999,100.00000000000023,100.0,99.99999999999929,100.00000000000003,100.0,0,0,99.99999999999987,99.99999999999991,99.99999999999996,99.99999999999989,100.0,100.0,100.00000000000004,100.0,0,100.00000000000007,100.0000000000002,0,0
STRAMH-2,120.6576743892939,99.99999999999987,181.7263759679175,199.9999999999998,99.99999999999987,177.66155257079552,162.97792201846735,169.24322004558567,172.57598074231956,199.21472576166903,163.607242754285,161.4011811200982,138.11860818891006,99.99999999999987,195.0116388860323,99.99999999999987,0.0,154.9586663884457,169.06234882255393,194.7572390332679,175.56738681936235,189.7091680767325,145.17893812055715,149.8428996331013,186.52400109596377,99.99999999999987,99.99999999999987,173.28758799278276,138.14789673857118,183.11286447475445,182.901588310632,170.58877650299937,182.5968271181367,99.99999999999987,159.62376231095854,187.25789977985187,199.33064719685123,124.43517279666628,186.5978328775208,146.50266674639292,155.58630607029554,109.38228578535886,145.28307534224814,99.99999999999987,158.3950833407749,167.64019308702382,138.75589758469,99.99999999999987,155.1440184480432,197.34502519421454,171.6509620676151,139.59148513312437,166.7524535232176,178.38284642430224,189.6451361717132,148.38207021832923,125.38308515519707,151.9986347363534,122.67107728556952,152.04132253920108,185.1751442006563,99.99999999999987,123.80617532609311,169.71657415598742,145.15860988781785,140.66251684132783,157.75259837254228,133.73701373087872,165.05903579541726,151.45441396349634,195.09390571100036,182.30515382961408,157.6189725641138,197.79375333040403,99.99999999999987,113.78848869590571,199.9999999999996,180.03715428004918,154.04419208638527,151.49424397409382,99.99999999999987,143.05979151858853,130.36730732127015,197.45720722826195,161.58360485426041,162.61267552870842,176.97203745945077,99.99999999999987,99.99999999999987,151.02425756120536,128.94046349203867,128.33174744975256,173.40619113034606,130.71403860007533,185.35371210386103,153.3330725986086,166.03501949162833,99.99999999999987,150.23217582890817,168.05322289121057,99.99999999999987,107
NOOTSA-2,152.47215582024316,100.00000000000001,181.3391881936854,199.99999999999997,100.00000000000001,188.49123077219235,169.21199054895638,184.14643348091712,185.37070555128804,196.22641509433961,171.82187654345967,144.10064780346022,157.96031427306343,100.00000000000001,196.2264150943396,100.00000000000001,154.9586663884457,0.0,186.02886771338223,179.49943353256631,200.0,179.16224042448783,157.47688597078908,154.67632541711637,187.90037433924516,100.00000000000001,100.00000000000001,199.99999999999994,161.12656620925043,160.68904380484784,199.9999999999999,160.5836528226528,163.32099860490302,100.00000000000001,159.5835289172682,190.94838231662146,199.99999999999997,142.38685601839094,199.99999999999991,184.7599844108951,161.4428907616673,150.45637681275153,177.0733361806899,100.00000000000001,163.77799706055092,149.79829236604695,159.70172886940315,100.00000000000001,152.10286228165623,194.33962264150935,183.66246642475775,148.5419140859488,188.80873855508855,193.1147609318226,193.55275895450148,151.65943404293523,177.41645475831126,155.77439907727253,175.80226080086024,144.3293753253201,199.99999999999991,100.00000000000001,155.8819421337631,174.20043877277695,146.39706986793607,159.6208301886793,165.5894968074089,148.33446370398377,158.5234642339978,168.29360232380293,199.99999999999986,147.3813083229735,169.45064499691492,199.99999999999997,100.00000000000001,137.5082880714147,196.22641509433953,187.39406313344637,150.68626572489381,164.47707197274778,100.00000000000001,129.09064027118308,143.41963967212257,192.45283018867923,182.6334658891901,168.87175320036968,199.99999999999991,100.00000000000001,100.00000000000001,163.70197668377926,153.67682217737936,139.59964303780646,188.96383680503982,155.17178414175692,184.72251177917684,133.63884771591566,192.4528301886793,100.00000000000001,169.7376727221716,164.63285018187966,100.00000000000001,53
LEVBHW-2,162.26540132264398,99.99999999999991,190.7821885978234,199.99999999999997,99.99999999999991,179.48112151685268,187.73906491336118,184.14856223743985,195.24750589299737,200.00000000000003,169.02668188802178,178.10960901133876,172.96942731417818,99.99999999999991,198.5047263030074,99.99999999999991,169.06234882255393,186.02886771338223,0.0,188.8852801010647,193.656991833139,199.20474297007067,164.66028204803294,169.20321261749513,175.1502825564808,99.99999999999991,99.99999999999991,188.63306269196912,166.19224157712418,200.00000000000009,171.40408104954892,182.65685354917224,200.0000000000001,99.99999999999991,181.42382633709718,192.77299825865254,196.8284959165695,170.39984745197134,181.45297133271998,177.92328388771173,180.84944228780975,171.46827599068916,184.4481428113388,99.99999999999991,177.42379867135344,181.19861008419028,180.06931926868597,99.99999999999991,181.93653986659237,176.26955216928025,179.89650910623425,177.30644384054972,187.2732511993079,180.65538449626163,186.04587667428711,170.24682641668252,162.3544659945364,185.3493231334419,171.51275611556053,180.81752729395504,198.41424795828502,99.99999999999991,169.58838812847196,190.37227119285456,160.12095905179083,181.24273616038488,177.5825298667824,177.18295153020023,176.1899092835544,190.39977142312927,190.0761301683834,200.0,176.12590844894953,200.00000000000014,99.99999999999991,172.68797533830866,182.06147765422995,179.27866344810823,175.3766300683665,182.91864092002191,99.99999999999991,166.99093837364623,171.5993151580906,200.00000000000006,171.21715802715042,182.49972379847662,186.1652211957429,99.99999999999991,99.99999999999991,181.79201643291609,172.91934515343837,175.1760877612761,183.1924545341174,168.66154343735573,194.05223933903204,178.52352739364332,199.52379818567104,99.99999999999991,167.9992380770971,191.49547306951544,99.99999999999991,42
FLAHOT,185.71498349243214,100.00000000000001,191.10611232593138,200.00000000000003,100.00000000000001,175.80792110525212,194.78556834749494,185.29870395078157,196.42341127600739,167.21474162076757,190.12933086750053,198.1447536521691,162.09393588157565,100.00000000000001,196.49455806326395,100.00000000000001,194.7572390332679,179.49943353256631,188.8852801010647,0.0,200.0,196.30061656390595,182.37572998057092,182.77519921294976,186.27781105532696,100.00000000000001,100.00000000000001,199.99999999999997,189.73168177408488,196.30061656390603,192.55679608954054,196.3006165639062,173.7322835377933,100.00000000000001,189.6241675543681,200.00000000000003,199.99999999999991,188.50686308455184,189.9969990997299,200.0,182.02273495416466,192.31678960463563,196.30061656390598,100.00000000000001,187.81413224022725,196.300616563906,186.5676836146347,100.00000000000001,186.2826775449701,199.99999999999991,193.74710805508522,192.3347967729548,174.38178808044572,176.0816989574849,194.1515362154066,194.22553746576747,181.32808354992443,193.52330167194387,188.4344135209373,187.8199548359601,199.99999999999994,100.00000000000001,180.57201735324966,192.084882560406,173.95784991812113,185.90461656390607,196.3006165639059,195.26783425456773,198.7668721879687,187.415403927982,188.89074043215012,196.300616563906,182.86709338746,200.0,100.00000000000001,192.71913009396596,188.89074043215015,176.38101929005472,181.7819314281588,195.98955729600618,100.00000000000001,194.3965543104844,183.83466820041718,199.99999999999997,186.40006723559398,183.96581267186176,199.99999999999994,100.00000000000001,100.00000000000001,196.30061656390603,179.89404023840385,196.30061656390598,191.69771192712165,196.30061656390603,196.300616563906,196.30061656390603,200.00000000000003,100.00000000000001,200.0,195.62373407487215,100.00000000000001,18
AMIAHA,194.7623284663147,100.00000000000001,200.00000000000026,200.00000000000003,100.00000000000001,195.8762489652111,199.4954889439342,183.69340381521448,200.00000000000003,200.00000000000003,198.8099705172876,199.99999999999997,196.72958306302965,100.00000000000001,200.00000000000003,100.00000000000001,175.56738681936235,200.0,193.656991833139,200.0,0.0,199.99999999999997,196.33333971401768,198.1994160268195,199.99999999999997,100.00000000000001,100.00000000000001,149.96998198919357,200.00000000000026,200.00000000000006,168.48005217473113,200.00000000000017,200.0000000000001,100.00000000000001,199.99999999999994,196.7102988392195,200.00000000000003,199.57383909546377,176.66299889966993,180.39192608721248,197.66237868763267,198.2007942439827,199.99999999999994,100.00000000000001,200.00000000000006,199.99999999999997,197.21002612126946,100.00000000000001,196.97107513189022,199.99999999999997,200.00000000000003,196.94972152285067,190.62412101134478,195.3950774966336,200.00000000000026,197.96197588575697,189.0133226884883,200.0000000000004,192.68585234379236,200.0000000000005,159.97598559135483,100.00000000000001,196.42152799611296,199.9999999999996,200.00000000000009,188.00400000000013,198.93292682926815,200.00000000000014,200.0,169.99474908108934,200.00000000000009,199.99999999999997,199.99999999999986,200.00000000000009,100.00000000000001,199.12452552957015,200.0,177.80246639262305,200.00000000000048,200.00000000000009,100.00000000000001,199.18428427611346,188.89042488310602,200.00000000000003,193.34576473739523,197.9829184081409,141.85698919351614,100.00000000000001,100.00000000000001,196.15514074415992,196.43930730832153,195.90832355718337,195.76659832209137,180.0458944427816,200.00000000000003,200.00000000000006,200.00000000000003,100.00000000000001,180.9408064054904,197.80176285222765,100.00000000000001,5
LESRCO,186.50808450847913,100.0,198.51598845768828,190.9111565553283,100.0,193.54677242361723,183.5253656947618,191.08940473454328,184.44533360008003,199.99999999999994,189.57562762440807,193.74843710927732,193.80103590662418,100.0,161.22412516750435,100.0,189.7091680767325,179.16224042448783,199.20474297007067,196.30061656390595,199.99999999999997,0.0,188.55113799506114,190.09138098842865,195.83697962245265,100.0,100.0,199.99999999999991,194.47352110736185,171.448985424407,199.99999999999994,171.44898542440708,147.81617663081974,100.0,184.45274461415303,197.13262533958996,199.99999999999994,191.18499606473014,199.99999999999997,200.00000000000006,191.03911830259204,187.07237345676253,195.8055925432756,100.0,179.96000572765962,173.2757551110816,192.1358306007892,100.0,171.44898542440703,199.99999999999986,192.38617851324702,179.8428320744643,189.58652373660024,192.8406227346466,180.6453694740241,185.59986318159844,191.6914325632452,179.3755835412829,192.58100635059012,193.1872926419129,199.9999999999999,100.0,186.00623088575767,182.4633886396227,185.02882082017894,183.50400000000016,180.96508355610302,181.91855596563622,190.482995141469,179.76463471847794,188.88580161155872,171.44898542440694,170.99093111136892,200.0,100.0,180.9183298640872,199.99999999999991,198.60015553827364,187.91382751737945,192.96211136659008,100.0,187.38062199004156,183.80971742224003,199.99999999999997,192.52879484062396,190.15082682173346,199.99999999999986,100.0,100.0,187.82300953040394,182.88607837632398,177.8133852184612,194.71468615972833,192.45734809937144,188.8921319267815,177.79537403625756,200.00000000000003,100.0,199.99999999999997,190.15867699817792,100.0,7
THITEM,93.81891292573613,99.99999999999972,169.22522399423315,199.40181083823018,99.99999999999972,167.3713016882461,149.3413126901297,164.72474776803378,172.61644678966724,195.76099232403692,149.74927477775668,158.58903926035094,120.14958351503293,99.99999999999972,193.70705001818476,99.99999999999972,145.17893812055715,157.47688597078908,164.66028204803294,182.37572998057092,196.33333971401768,188.55113799506114,0.0,134.16426665265485,181.62438132717793,99.99999999999972,99.99999999999972,197.35361114833196,127.34382718765788,177.51000172278466,192.2618250033501,158.04730529824982,171.75590053789153,99.99999999999972,158.64034769986446,171.74483795344264,194.49857391703827,127.4143970830541,192.40634750483375,181.72508183227748,155.81354466574808,138.20832097224002,164.00795952569592,99.99999999999972,138.4147722645068,149.96779337212092,154.08907607898834,99.99999999999972,158.7845932498433,191.40713232901368,161.9308136488275,136.17564643719086,185.89265794887626,167.75696430055473,186.14478437514816,129.13847669053217,144.0842488094365,151.41707299085368,143.56966406434964,143.6753986423919,199.68128481460943,99.99999999999972,152.93212840771585,171.04056652411646,134.55173228567543,146.03850401025966,154.1882289846807,142.90023043563696,163.87511724507547,173.45400225575816,194.20761470875408,173.88928236442612,150.12289668713964,198.6753699201777,99.99999999999972,130.73679834621817,197.5249325242628,178.0405391129491,149.29859434207927,164.59868685515195,99.99999999999972,126.73159732561902,132.2345135001263,191.0625753718343,145.95379819253438,159.11281100907095,192.90308378476695,99.99999999999972,99.99999999999972,153.24073623799197,115.74982094058838,127.18435401298758,154.5311453380493,148.9753999750914,181.58062326268146,142.9079082283459,196.7458509599737,99.99999999999972,171.34434639459425,148.98501876684148,99.99999999999972,209
WINAIR,128.44822667639187,100.00000000000011,177.25489503287497,200.00000000000006,100.00000000000011,175.37418117526613,161.353888829062,167.2614298904719,166.05180050825027,195.94463069103477,154.92546743520685,147.76413972099053,133.10700244266542,100.00000000000011,194.26746677025017,100.00000000000011,149.8428996331013,154.67632541711637,169.20321261749513,182.77519921294976,198.1994160268195,190.09138098842865,134.16426665265485,0.0,181.37823624622254,100.00000000000011,100.00000000000011,199.09970801340944,128.015419872698,186.26581594030498,195.72023358927194,168.38047244046874,170.1578890450958,100.00000000000011,150.38273186872223,182.76808311443182,194.5928409213799,117.0050011898284,183.06219588381097,169.59554450091926,147.0422475446713,138.30197143250555,158.851919008677,100.00000000000011,144.27953083891606,167.21095383996897,131.64100468375432,100.00000000000011,172.69098618023793,196.62052557586244,167.08545615209087,143.02376442083414,159.51406496592213,174.19897200478079,188.71247289397607,147.7945137046364,160.66044453684452,158.9321081182074,148.47277335950244,136.1752303594021,199.0997080134094,100.00000000000011,149.0663656688146,169.31144439743431,123.021010681584,153.35867416459382,156.7785451634609,132.52567907523624,154.65771655231623,176.00348228994588,191.47166689207742,178.3821780036768,153.4539697510616,198.19941602681945,100.00000000000011,131.538177661464,199.32410511517224,183.05922102523542,148.70095189594937,140.8075968579601,100.00000000000011,122.61594406009465,130.18024599353043,200.0,162.7791630957549,167.71744710585565,189.18838542229886,100.00000000000011,100.00000000000011,158.15408348525682,137.00784025218573,137.4116935761572,181.12636918580006,128.02136140192144,174.15848626528603,146.7439275597974,191.8946685411486,100.00000000000011,153.00987724218126,161.30711555393515,100.00000000000011,74
FRASAT-13,181.11001882434252,99.99999999999993,190.3904976226382,199.0911156555328,99.99999999999993,187.8366671158764,189.38287422054682,191.62261549069126,192.4332769264458,199.99999999999986,187.79237023139444,187.51093886735836,187.7330182578569,99.99999999999993,187.49843730466296,99.99999999999993,186.52400109596377,187.90037433924516,175.1502825564808,186.27781105532696,199.99999999999997,195.83697962245265,181.62438132717793,181.37823624622254,0.0,99.99999999999993,99.99999999999993,199.99999999999977,184.51552923352384,187.5109388673584,174.99687460932603,191.64327018660663,183.66389724236797,99.99999999999993,185.83231077699142,197.12027661150893,199.99999999999991,184.02733149314537,179.36935775069307,200.0,186.60911306810976,191.5127623850172,195.80559254327554,99.99999999999993,185.86173340135412,187.51093886735836,191.67454009892745,99.99999999999993,189.7791298862331,162.49648400874779,196.6675240789962,187.4010739097024,185.42975394504552,190.7487314025329,167.00425404095174,186.31377784920184,187.1112219949104,187.5109388673587,186.54552395930372,189.12425862986126,199.99999999999974,99.99999999999993,189.40168668652686,184.6002853684293,173.65993059808125,187.21297962245288,188.50132204978348,188.48722103816328,187.5109388673584,181.25474026963346,173.59608128287496,187.51093886735833,185.11274754887407,176.03450431303912,99.99999999999993,186.937901032168,199.9999999999999,184.36488818407034,181.54831557124524,183.34791848981126,99.99999999999993,182.51488412352785,179.8992082792619,199.99999999999994,185.3347207054995,185.43088904951313,174.99687460932603,99.99999999999993,99.99999999999993,188.43496825599385,181.8293287010096,186.4808664761598,191.73129686308317,192.45734809937142,190.2830455858435,188.8983809994378,199.99999999999994,99.99999999999993,199.99999999999994,180.38075730252834,99.99999999999993,16
PIKHBT,99.99999999999993,0,99.99999999999955,100.00000000000001,0,99.99999999999974,99.99999999999979,99.99999999999977,99.99999999999997,100.00000000000001,100.0000000000002,99.99999999999996,100.00000000000027,0,100.00000000000001,0,99.99999999999987,100.00000000000001,99.99999999999991,100.00000000000001,100.00000000000001,100.0,99.99999999999972,100.00000000000011,99.99999999999993,0,0,100.00000000000001,99.99999999999982,100.00000000000003,99.99999999999997,100.00000000000014,100.00000000000003,0,100.00000000000003,100.0,100.0,100.0,100.0,100.0,100.00000000000014,99.99999999999991,100.00000000000001,0,99.99999999999999,100.0,100.0,0,100.0,100.0,99.99999999999993,100.00000000000024,100.00000000000001,100.00000000000036,100.0000000000001,99.9999999999995,99.99999999999982,99.99999999999994,99.99999999999994,100.00000000000021,99.99999999999999,0,100.00000000000027,100.00000000000014,100.00000000000006,100.00000000000004,99.99999999999979,100.00000000000004,100.00000000000003,100.00000000000009,99.99999999999996,100.0,99.99999999999973,100.0,0,99.99999999999996,99.99999999999999,99.99999999999991,100.00000000000004,100.00000000000003,0,99.99999999999999,100.00000000000023,100.0,99.99999999999929,100.00000000000003,100.0,0,0,99.99999999999987,99.99999999999991,99.99999999999996,99.99999999999989,100.0,100.0,100.00000000000004,100.0,0,100.00000000000007,100.0000000000002,0,0
STOPAR,99.99999999999993,0,99.99999999999955,100.00000000000001,0,99.99999999999974,99.99999999999979,99.99999999999977,99.99999999999997,100.00000000000001,100.0000000000002,99.99999999999996,100.00000000000027,0,100.00000000000001,0,99.99999999999987,100.00000000000001,99.99999999999991,100.00000000000001,100.00000000000001,100.0,99.99999999999972,100.00000000000011,99.99999999999993,0,0,100.00000000000001,99.99999999999982,100.00000000000003,99.99999999999997,100.00000000000014,100.00000000000003,0,100.00000000000003,100.0,100.0,100.0,100.0,100.0,100.00000000000014,99.99999999999991,100.00000000000001,0,99.99999999999999,100.0,100.0,0,100.0,100.0,99.99999999999993,100.00000000000024,100.00000000000001,100.00000000000036,100.0000000000001,99.9999999999995,99.99999999999982,99.99999999999994,99.99999999999994,100.00000000000021,99.99999999999999,0,100.00000000000027,100.00000000000014,100.00000000000006,100.00000000000004,99.99999999999979,100.00000000000004,100.00000000000003,100.00000000000009,99.99999999999996,100.0,99.99999999999973,100.0,0,99.99999999999996,99.99999999999999,99.99999999999991,100.00000000000004,100.00000000000003,0,99.99999999999999,100.00000000000023,100.0,99.99999999999929,100.00000000000003,100.0,0,0,99.99999999999987,99.99999999999991,99.99999999999996,99.99999999999989,100.0,100.0,100.00000000000004,100.0,0,100.00000000000007,100.0000000000002,0,0
