,Literature,IRATIH,ELLTCO-4,PURHPO-3,BRIPTT,NOOAPH,MCIFRO,ROCICH,BIRHOS,PITTEC,PENTSI,KAIPAR,1173780,MATTHB,ROBHOP,KAIOHA-2,SWAPIA-2,MENPIT,WARCSA-3,GAROMI-3,PENHTO,PERHYL,INUJAT,FALSAT-3,PITSRA-2,PEAHOP-2,AINSAP-2,SCAWWH-2,YANHVO,RUSFS-3,ROTWWH,PATHBS,PENHOP-2,ROCHAT-4,GRETIO-4,SPELTT,MCISGA,CLACAH,CARTIJ,EPIHPO,PEAHRO,LESRCO,AMIAHA,FLAHOT,STOPAR,TOMCIH,FRASAT-13,PIKHBT,THITEM,WINAIR,LOECER,DAVHOP,PAPPOT-2,DUSDHD,SCHHOT-7,GALTTO-3,BUCPAR,PURTMS,WINPKP,AINRHA,RICCOT-11,FLAHPO-4,LOERPJ,KAIPOP-2,GARITS-2,ROMFYY-2,MCIHAT-2,ASHHTO,STRAMH-2,SCHIHA-3,ROTTEC,LEVBHW-2,NOOTSA-2,PENTIH,HATHSA,AINPAR,COVROP,GRETSA-6,STRTEC,PENTSO-2,SWABSO,MELHAO,COTMCA-2,STRTEC-2,NATHST,ROTHAJ,WAXHQC,MURWIT,SCHROH-5,AINTPO,MIJHAS,ZINTUT,LYBCHS,INUHLT,GILTNT,HUMHIS,GARHSA,HENDHO,COVROT-2,SIRTCO,BUTTSA-3,totalStrictCites
YANHVO,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
RUSFS-3,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
ROTWWH,111.25283491837926,100.00000000000018,130.34697920542408,100.00000000000018,139.23440168793337,100.00000000000018,100.00000000000018,85.59776909232923,139.23440168793337,116.20884331814298,100.00000000000018,123.54751200598497,106.74359658484546,100.00000000000018,123.86044046909686,129.42456408597738,126.1198625820171,100.00000000000018,129.71285919805004,143.94945213148858,100.00000000000018,112.58076568775556,152.94117647058843,100.00000000000018,110.39181324343983,200.00000000000017,169.7967764540996,139.23440168793346,100.00000000000018,100.00000000000018,0.0,100.00000000000018,100.00000000000018,98.02762667434611,100.00000000000018,153.32312337754007,139.23440168793343,100.00000000000018,141.6696181170443,100.00000000000018,100.00000000000018,139.23440168793337,100.00000000000018,196.08304416867628,100.00000000000018,100.00000000000018,200.00000000000017,100.00000000000018,125.73033707865193,118.39985251956462,130.41047300337763,105.92607460616294,139.23440168793354,100.00000000000018,139.23440168793343,139.23440168793334,100.00000000000018,190.13114025338984,155.45696539485377,140.0223262633502,100.00000000000018,59.94066172003616,141.22375163267372,100.00000000000018,200.00000000000028,100.00000000000018,128.3783050111301,100.00000000000018,119.2172324674281,100.00000000000018,139.23440168793337,89.1968735418238,86.40421300868812,116.92730138294213,166.68889629876642,169.54142581888252,200.00000000000017,130.54969979032606,143.9203982461034,125.92948059850147,79.36832406441943,100.00000000000018,149.48714902380118,100.00000000000018,100.00000000000018,139.2344016879334,139.23440168793337,100.00000000000018,200.00000000000017,200.00000000000023,100.00000000000018,100.00000000000018,139.23440168793337,114.33469045715208,100.00000000000018,122.80738058285931,133.3438668562703,160.43770517430062,100.00000000000018,100.00000000000018,100.00000000000018,10
PATHBS,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
PENHOP-2,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
ROCHAT-4,120.65648320366321,100.00000000000017,152.7151702276807,100.00000000000017,168.57607906967638,100.00000000000017,100.00000000000017,101.56392992049858,168.57607906967638,122.30349318110689,100.00000000000017,141.09345271798898,122.79223815922948,100.00000000000017,145.3127997091341,131.33105427385354,149.53327529998273,100.00000000000017,157.0934831018647,154.80360049418553,100.00000000000017,123.7076918273115,152.84254701625727,100.00000000000017,126.5505125022777,200.00000000000017,161.9525625423862,168.57607906967644,100.00000000000017,100.00000000000017,98.02762667434611,100.00000000000017,100.00000000000017,0.0,100.00000000000017,137.43746167454074,166.5856097895791,100.00000000000017,160.48721863978898,100.00000000000017,100.00000000000017,168.57607906967638,100.00000000000017,182.32625402100894,100.00000000000017,100.00000000000017,198.00953071990284,100.00000000000017,128.10770237906655,144.0166204469169,149.90373981896448,129.355175751952,166.58560978957928,100.00000000000017,166.58560978957917,168.57607906967638,100.00000000000017,182.99868392345508,162.66742494067827,148.0725562288501,100.00000000000017,115.7078156543,113.7332101418081,100.00000000000017,198.42146803472795,100.00000000000017,137.42480907173672,100.00000000000017,135.40200130762426,100.00000000000017,168.57607906967638,118.53855092356679,109.82350888708748,145.20010556876917,158.77081168003457,147.92473333167834,196.06220461632006,157.90090789197177,132.1107531519823,153.31010450231616,141.35769584391124,100.00000000000017,137.6546776853441,100.00000000000017,100.00000000000017,166.5856097895791,164.6382836859962,100.00000000000017,196.06220461632006,200.0000000000002,100.00000000000017,100.00000000000017,168.57607906967638,135.78704969718936,100.00000000000017,138.025586739575,142.33009112538466,160.46010422473503,100.00000000000017,100.00000000000017,100.00000000000017,102
GRETIO-4,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
SPELTT,97.23774182987253,99.99999999999932,156.14198881145325,99.99999999999932,175.00081462413198,99.99999999999932,99.99999999999932,155.62181758104202,175.00081462413198,137.77639651604585,99.99999999999932,143.4662204888386,134.58440357440477,99.99999999999932,146.52769735589666,138.62592167386472,138.6960546142426,99.99999999999932,142.66979642634033,156.69675345129048,99.99999999999932,135.82405511633092,156.65330683089454,99.99999999999932,113.5955019463655,199.99999999999932,157.31896720745993,175.00081462413203,99.99999999999932,99.99999999999932,153.32312337754007,99.99999999999932,99.99999999999932,137.43746167454074,99.99999999999932,0.0,163.03561536706925,99.99999999999932,135.2010928542562,99.99999999999932,99.99999999999932,175.00081462413198,99.99999999999932,177.572611548953,99.99999999999932,99.99999999999932,189.13400023895585,99.99999999999932,143.50201483702065,129.53718487623132,146.50860088629983,138.0918244322067,169.55260842647175,99.99999999999932,169.55260842647164,165.4810890666705,99.99999999999932,161.87807956078052,166.46355371631483,101.8827947541776,99.99999999999932,153.3405020256984,151.0996602155124,99.99999999999932,176.73545917784045,99.99999999999932,120.47515757645333,99.99999999999932,130.84771358294086,99.99999999999932,175.00081462413198,158.75503709255173,143.03254541247716,128.29865619369627,171.74231809443074,154.45241455534537,183.8335125506419,120.01759326831262,122.5992366407602,137.61994884224794,150.979608148228,99.99999999999932,128.86157215322652,99.99999999999932,99.99999999999932,169.55260842647158,169.70467159785758,99.99999999999932,194.703856973725,158.28976274283838,99.99999999999932,99.99999999999932,175.00081462413198,142.49691170797033,99.99999999999932,138.18742542761524,136.44944779175552,140.51704497189905,99.99999999999932,99.99999999999932,99.99999999999932,184
MCISGA,125.43712378986815,100.00000000000001,106.77165099829122,100.00000000000001,114.31831146605818,100.00000000000001,100.00000000000001,113.36393996740864,114.31831146605818,107.52935758692153,100.00000000000001,113.69073296992042,133.27441302027756,100.00000000000001,94.6661107889268,158.78737981122634,104.48240713662098,100.00000000000001,104.77772589119506,119.89122610573465,100.00000000000001,106.60565945537739,152.94117647058826,100.00000000000001,110.17223673418752,200.0,179.81779957953736,114.31831146605826,100.00000000000001,100.00000000000001,139.23440168793343,100.00000000000001,100.00000000000001,166.5856097895791,100.00000000000001,163.03561536706925,0.0,100.00000000000001,137.50286464301342,100.00000000000001,100.00000000000001,114.31831146605818,100.00000000000001,110.28726550353063,100.00000000000001,100.00000000000001,150.02501250625312,100.00000000000001,76.45141234609059,97.64817098500443,108.84655414272142,100.00833541718764,92.16262284330382,100.00000000000001,106.9121396562167,114.31831146605815,100.00000000000001,160.37499998415063,155.4569653948536,149.9325213682335,100.00000000000001,119.42215088282505,190.8950054684653,100.00000000000001,200.0000000000001,100.00000000000001,93.14295021445247,100.00000000000001,152.84933951809822,100.00000000000001,114.31831146605818,114.31831146605818,86.79245283018871,100.03789074947154,166.68889629876628,169.15606936416174,200.00000000000006,86.91070678998945,158.9347272738061,104.71313344400973,130.11784311391506,100.00000000000001,176.21975367312183,100.00000000000001,100.00000000000001,92.09608924383598,114.31831146605815,100.00000000000001,200.0,198.68999058675877,100.00000000000001,100.00000000000001,114.31831146605818,111.1964820740344,100.00000000000001,133.38161752026213,118.40733133196399,133.9973984168456,100.00000000000001,100.00000000000001,100.00000000000001,14
CLACAH,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
CARTIJ,115.38997425635567,100.0,131.83637737173174,100.0,145.83637159107482,100.0,100.0,133.3361111689827,145.83637159107482,129.16935769495205,100.0,128.35552369496398,129.16935769495214,100.0,133.33611116898274,162.26251175287058,126.77884161602455,100.0,97.61649075060328,143.61402564411642,100.0,124.72708502825553,152.20562193084908,100.0,123.68699440777752,191.66649305193857,161.39319242124472,145.8363715910749,100.0,100.0,141.6696181170443,100.0,100.0,160.48721863978898,100.0,135.2010928542562,137.50286464301342,100.0,0.0,100.0,100.0,145.83637159107482,100.0,196.0830441686761,100.0,100.0,200.0,100.0,158.08043753720534,129.16935769495205,141.66961811704422,137.50286464301342,145.836371591075,100.0,145.83637159107488,145.8363715910748,100.0,152.6303589871133,147.12345844679217,113.27183880052331,100.0,141.66961811704422,193.572947583206,100.0,195.83324652596937,100.0,111.49412405924937,100.0,134.48074398112047,100.0,145.83637159107482,133.33611116898268,129.56252626332233,112.2632268660437,166.68889629876622,176.23682060492496,191.66649305193857,91.86079031583989,158.8970988611618,108.24825914534034,136.72959316676645,100.0,158.56267997738706,100.0,100.0,145.83637159107485,145.8363715910748,100.0,191.66649305193857,161.1846742008987,100.0,100.0,145.83637159107482,133.33611116898263,100.0,130.50318786280113,114.46908128417515,114.59156232812326,100.0,100.0,100.0,48
EPIHPO,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
PEAHRO,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
LESRCO,141.9890670205824,100.0,83.95809743770482,100.0,0.0,100.0,100.0,78.46556150447125,0.0,122.87972983344851,100.0,125.4559002313816,143.27974919957316,100.0,101.68256899558838,170.596018700932,104.91959148210684,100.0,114.30611759104976,151.94753259217782,100.0,115.52574297010348,164.7058823529412,100.0,136.38475163862677,200.0,179.81779957953736,7.105427357601002e-14,100.0,100.0,139.23440168793337,100.0,100.0,168.57607906967638,100.0,175.00081462413198,114.31831146605818,100.0,145.83637159107482,100.0,100.0,0.0,100.0,196.08304416867608,100.0,100.0,200.0,100.0,162.24719101123605,105.5775563800075,117.96913887506224,122.23055763940985,22.155688622754354,100.0,7.406171809841495,9.519725557461438,100.0,190.13114025338967,155.4569653948536,156.60374214831978,100.0,119.42215088282504,200.0000000000001,100.0,200.00000000000009,100.0,147.70834464411757,100.0,156.7877141540241,100.0,0.0,99.97498123592693,120.75471698113209,90.81891514408689,166.68889629876622,184.57032755298636,200.0,115.88866212167264,184.4641299639846,133.23566624492244,149.22985358885856,100.0,182.1601124707932,100.0,100.0,22.222222222222207,18.1818181818182,100.0,200.0,200.00000000000003,100.0,100.0,0.0,109.17037383906973,100.0,147.17020175892395,143.85632274714283,164.60215726121615,100.0,100.0,100.0,1
AMIAHA,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
FLAHOT,176.119429541004,99.99999999999997,188.53638370090914,99.99999999999997,196.08304416867608,99.99999999999997,99.99999999999997,195.12867267002653,196.08304416867608,162.0350369380125,99.99999999999997,172.555246783119,178.15517018121804,99.99999999999997,164.67997599757305,178.3936090191567,186.24713983923886,99.99999999999997,196.0830441686761,156.02865722154337,99.99999999999997,175.41209315997818,172.55570816222743,99.99999999999997,167.10398964427412,199.99999999999997,191.49561842027856,196.08304416867617,99.99999999999997,99.99999999999997,196.08304416867628,99.99999999999997,99.99999999999997,182.32625402100894,99.99999999999997,177.572611548953,110.28726550353063,99.99999999999997,196.0830441686761,99.99999999999997,99.99999999999997,196.08304416867608,99.99999999999997,0.0,99.99999999999997,99.99999999999997,150.0250125062531,99.99999999999997,80.35272030646271,179.41290368762233,177.8469248872607,162.10995445248224,173.92735554592173,99.99999999999997,188.6768723588346,196.08304416867605,99.99999999999997,194.84943670034983,196.0830441686761,196.0830441686761,99.99999999999997,196.08304416867617,181.7626686110099,99.99999999999997,200.00000000000009,99.99999999999997,141.5176497390111,99.99999999999997,186.26064368226318,99.99999999999997,196.08304416867608,196.0830441686761,158.34719511207228,193.2298104087351,184.32041404458028,157.15528836178387,200.0,187.37518306600845,161.3261669048037,184.33217667470456,176.97103369373278,99.99999999999997,183.21226677372138,99.99999999999997,99.99999999999997,173.86082194645388,196.08304416867605,99.99999999999997,199.99999999999997,200.0,99.99999999999997,99.99999999999997,196.08304416867608,189.8393853846286,99.99999999999997,179.59054546200252,166.44502562092214,194.00081812521822,99.99999999999997,99.99999999999997,99.99999999999997,17
STOPAR,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
TOMCIH,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
FRASAT-13,185.7626672185744,100.0,192.45333953223303,100.0,200.0,100.0,100.0,199.04562850135045,200.0,184.64962775347306,100.0,188.23483273853864,189.9946638207045,100.0,180.3477993228686,188.19136111029417,190.1640956705628,100.0,200.0,167.9436935135567,100.0,191.07991648527374,188.2352941176471,100.0,175.16593034716135,200.0,199.99999999999983,200.00000000000006,100.0,100.0,200.00000000000017,100.0,100.0,198.00953071990284,100.0,189.13400023895585,150.02501250625312,100.0,200.0,100.0,100.0,200.0,100.0,150.0250125062531,100.0,100.0,0.0,100.0,150.0250125062532,183.32985951894625,190.87741526765925,177.7777777777778,177.84431137724565,100.0,192.5938281901585,199.99999999999997,100.0,198.76639253167372,200.00000000000003,200.00000000000003,100.0,200.00000000000009,190.89500546846529,100.0,200.00000000000009,100.0,150.02501250625323,100.0,198.0229673142363,100.0,200.0,200.0,166.03773584905656,199.9999999999997,166.65555185061683,184.58574181117515,200.0,191.29213889733236,175.06393179026813,200.0000000000001,180.88798952505667,100.0,192.07952160310478,100.0,100.0,177.77777777777777,199.99999999999994,100.0,200.0,200.00000000000003,100.0,100.0,200.0,196.87817060797624,100.0,186.21141576133815,182.45115078738093,197.9177739565421,100.0,100.0,100.0,4
PIKHBT,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
THITEM,124.57125239454622,100.0000000000001,147.31434159200796,100.0000000000001,162.24719101123605,100.0000000000001,100.0000000000001,124.7759655800022,162.24719101123605,116.14234796879231,100.0000000000001,138.71685648831348,122.3859316729224,100.0000000000001,127.2210291152681,152.9065835514129,145.8540171288407,100.0000000000001,152.7256485213527,130.19088452479275,100.0000000000001,126.6734714963321,152.94117647058835,100.0000000000001,115.45311005514633,200.0000000000001,179.81779957953745,162.2471910112361,100.0000000000001,100.0000000000001,125.73033707865193,100.0000000000001,100.0000000000001,128.10770237906655,100.0000000000001,143.50201483702065,76.45141234609059,100.0000000000001,158.08043753720534,100.0000000000001,100.0000000000001,162.24719101123605,100.0000000000001,80.35272030646271,100.0000000000001,100.0000000000001,150.0250125062532,100.0000000000001,0.0,128.90691004912847,135.1871430452648,106.71664170724338,140.09150238848167,100.0000000000001,154.84101920139454,162.24719101123603,100.0000000000001,188.89753278506345,162.24719101123605,152.33366362824083,100.0000000000001,125.73033707865184,154.37815153588107,100.0000000000001,200.0000000000002,100.0000000000001,88.35175694858336,100.0000000000001,142.81421496902786,100.0000000000001,162.24719101123605,125.73033707865173,91.76807292770833,142.7933244661855,166.68889629876634,154.12716763005778,200.0000000000001,144.85462801096105,130.26065183726027,148.94226992180415,133.61726600230867,100.0000000000001,153.4473882222487,100.0000000000001,100.0000000000001,140.02496878901383,162.247191011236,100.0000000000001,200.0000000000001,200.0000000000001,100.0000000000001,100.0000000000001,162.24719101123605,140.4724310018705,100.0000000000001,132.14544933163612,134.18588590774425,158.35547913084267,100.0000000000001,100.0000000000001,100.0000000000001,16
