,Literature,IRATIH,ELLTCO-4,PURHPO-3,BRIPTT,NOOAPH,MCIFRO,ROCICH,BIRHOS,PITTEC,PENTSI,KAIPAR,1173780,MATTHB,ROBHOP,KAIOHA-2,SWAPIA-2,MENPIT,WARCSA-3,GAROMI-3,PENHTO,PERHYL,INUJAT,FALSAT-3,PITSRA-2,PEAHOP-2,AINSAP-2,SCAWWH-2,YANHVO,RUSFS-3,ROTWWH,PATHBS,PENHOP-2,ROCHAT-4,GRETIO-4,SPELTT,MCISGA,CLACAH,CARTIJ,EPIHPO,PEAHRO,LESRCO,AMIAHA,FLAHOT,STOPAR,TOMCIH,FRASAT-13,PIKHBT,THITEM,WINAIR,LOECER,DAVHOP,PAPPOT-2,DUSDHD,SCHHOT-7,GALTTO-3,BUCPAR,PURTMS,WINPKP,AINRHA,RICCOT-11,FLAHPO-4,LOERPJ,KAIPOP-2,GARITS-2,ROMFYY-2,MCIHAT-2,ASHHTO,STRAMH-2,SCHIHA-3,ROTTEC,LEVBHW-2,NOOTSA-2,PENTIH,HATHSA,AINPAR,COVROP,GRETSA-6,STRTEC,PENTSO-2,SWABSO,MELHAO,COTMCA-2,STRTEC-2,NATHST,ROTHAJ,WAXHQC,MURWIT,SCHROH-5,AINTPO,MIJHAS,ZINTUT,LYBCHS,INUHLT,GILTNT,HUMHIS,GARHSA,HENDHO,COVROT-2,SIRTCO,BUTTSA-3,totalStrictCites
PENTSI,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
KAIPAR,73.29951212288141,99.99999999999986,47.50873585305873,99.99999999999986,125.4559002313816,99.99999999999986,99.99999999999986,101.28294911597742,125.4559002313816,67.13484007720751,99.99999999999986,0.0,64.2324006062052,99.99999999999986,69.80029347777409,135.3040916583823,65.79738661075028,99.99999999999986,115.93435774149825,76.35235726491632,99.99999999999986,83.60038661413111,105.8814301829598,99.99999999999986,77.44206724271571,133.33071885171964,175.89607715905018,125.45590023138169,99.99999999999986,99.99999999999986,123.54751200598497,99.99999999999986,99.99999999999986,141.09345271798898,99.99999999999986,143.4662204888386,113.69073296992042,99.99999999999986,128.35552369496398,99.99999999999986,99.99999999999986,125.4559002313816,99.99999999999986,172.555246783119,99.99999999999986,99.99999999999986,188.23483273853864,99.99999999999986,138.71685648831348,60.98869474946994,103.58766439399793,98.00384328797209,113.69073296992056,99.99999999999986,118.04972842154012,125.45590023138158,99.99999999999986,132.44328554355565,118.26106373745424,128.96995915213668,99.99999999999986,113.69073296992048,172.94781684375346,99.99999999999986,199.99999999999994,99.99999999999986,100.71559602363533,99.99999999999986,74.41023723826945,99.99999999999986,125.4559002313816,63.75327988010301,90.60481099147802,104.09890987037986,154.9237290373049,141.43138092762842,129.40899643123257,98.31977027996777,108.16290739671683,121.47049898346108,83.5727222690098,99.99999999999986,81.10835578182004,99.99999999999986,99.99999999999986,113.69073296992039,121.5341778108945,99.99999999999986,129.40899643123257,198.94113494646837,99.99999999999986,99.99999999999986,125.4559002313816,44.21059331693502,99.99999999999986,45.464440781149484,86.16980308725407,147.12196059538883,99.99999999999986,99.99999999999986,99.99999999999986,51
1173780,69.10061714597944,100.00000000000016,70.822892475473,100.00000000000016,143.27974919957316,100.00000000000016,100.00000000000016,104.35115424637723,143.27974919957316,80.54640193704665,100.00000000000016,64.2324006062052,0.0,100.00000000000016,89.69690199124298,126.23604721071231,74.28878343046222,100.00000000000016,133.7582067096898,93.95371364874576,100.00000000000016,85.62749125211255,119.40642852658688,100.00000000000016,78.23171567860913,149.98665955176102,156.45867471294198,143.27974919957322,100.00000000000016,100.00000000000016,106.74359658484546,100.00000000000016,100.00000000000016,122.79223815922948,100.00000000000016,134.58440357440477,133.27441302027756,100.00000000000016,129.16935769495214,100.00000000000016,100.00000000000016,143.27974919957316,100.00000000000016,178.15517018121804,100.00000000000016,100.00000000000016,189.9946638207045,100.00000000000016,122.3859316729224,76.56708656110756,121.99812372291134,86.7129135538954,133.27441302027768,100.00000000000016,135.87357738973168,136.5828441835646,100.00000000000016,129.17314958879768,122.18278615794158,113.33508485386623,100.00000000000016,106.74359658484536,150.85993609035305,100.00000000000016,200.00000000000026,100.00000000000016,96.66277826774296,100.00000000000016,84.98725244167467,100.00000000000016,143.27974919957316,66.82148501050284,84.1120924870623,120.96979851120534,166.6888962987664,139.49540127245766,143.28975453575245,114.30758366915504,99.12892565717169,129.97482811014123,77.65340872351311,100.00000000000016,88.21821811890163,100.00000000000016,100.00000000000016,133.27441302027754,143.27974919957313,100.00000000000016,149.98665955176102,196.6915688367131,100.00000000000016,100.00000000000016,143.27974919957316,65.24486812852899,100.00000000000016,57.07047667475887,100.19638078494322,145.8558699390341,100.00000000000016,100.00000000000016,100.00000000000016,60
MATTHB,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
ROBHOP,76.0727263952296,100.00000000000003,55.52270643090429,100.00000000000003,101.68256899558838,100.00000000000003,100.00000000000003,73.90082392280884,101.68256899558838,76.82861309386757,100.00000000000003,69.80029347777409,89.69690199124298,100.00000000000003,0.0,129.83281726435013,40.65105913063904,100.00000000000003,104.78457510116644,83.58290757935339,100.00000000000003,58.08351656739603,108.90289018038737,100.00000000000003,72.41261790429535,171.79645018980202,179.81779957953742,101.68256899558844,100.00000000000003,100.00000000000003,123.86044046909686,100.00000000000003,100.00000000000003,145.3127997091341,100.00000000000003,146.52769735589666,94.6661107889268,100.00000000000003,133.33611116898274,100.00000000000003,100.00000000000003,101.68256899558838,100.00000000000003,164.67997599757305,100.00000000000003,100.00000000000003,180.3477993228686,100.00000000000003,127.2210291152681,36.992750340759926,79.51375093267055,71.82530474108219,82.0303683184571,100.00000000000003,94.27639718574687,101.68256899558835,100.00000000000003,153.7591085583284,106.74454105916058,136.6933804295308,100.00000000000003,104.04818966398852,145.87983286667838,100.00000000000003,200.00000000000014,100.00000000000003,90.96982051350058,100.00000000000003,97.44101384568468,100.00000000000003,101.68256899558838,58.10505796655378,70.6342154625226,83.4553740168108,166.68889629876625,118.23920210220297,151.28757566430698,89.81139722379032,98.3723677995184,106.61250582672972,85.25437186579299,100.00000000000003,123.7317044475802,100.00000000000003,100.00000000000003,82.03036831845696,83.50075081377017,100.00000000000003,151.28757566430698,200.00000000000006,100.00000000000003,100.00000000000003,101.68256899558838,56.24610561031615,100.00000000000003,77.58020600977099,94.72797177015855,152.10254806940756,100.00000000000003,100.00000000000003,100.00000000000003,39
KAIOHA-2,122.21702719533434,99.99999999999984,152.6453648408425,99.99999999999984,170.596018700932,99.99999999999984,99.99999999999984,157.8800546826553,170.596018700932,102.76906041546823,99.99999999999984,135.3040916583823,126.23604721071231,99.99999999999984,129.83281726435013,0.0,118.8143355704114,99.99999999999984,164.71522244111844,112.91618124796555,99.99999999999984,129.1415029262145,105.89480639207953,99.99999999999984,115.68580486769004,199.99999999999983,169.79677645409927,170.59601870093206,99.99999999999984,99.99999999999984,129.42456408597738,99.99999999999984,99.99999999999984,131.33105427385354,99.99999999999984,138.62592167386472,158.78737981122634,99.99999999999984,162.26251175287058,99.99999999999984,99.99999999999984,170.596018700932,99.99999999999984,178.3936090191567,99.99999999999984,99.99999999999984,188.19136111029417,99.99999999999984,152.9065835514129,128.6392592380469,105.46738245653364,129.38339851215852,158.78737981122651,99.99999999999984,163.1898468910905,161.07629314347056,99.99999999999984,170.84907757279382,129.43044488223703,142.95346330758588,99.99999999999984,129.42456408597727,137.11045419589178,99.99999999999984,199.99999999999994,99.99999999999984,144.22207299166482,99.99999999999984,131.29718520102605,99.99999999999984,170.596018700932,164.71522244111844,141.58582883443165,161.89334289831964,147.0728336616777,92.65867161650664,159.66697890894415,153.11246070591505,116.31990393520276,164.71522244111856,108.88839275965702,99.99999999999984,136.79406918262,99.99999999999984,99.99999999999984,158.78737981122634,152.4142005191138,99.99999999999984,158.83442618130488,199.9999999999999,99.99999999999984,99.99999999999984,170.596018700932,149.12168462795987,99.99999999999984,123.02556958348728,134.7436995473532,158.1026624401848,99.99999999999984,99.99999999999984,99.99999999999984,34
SWAPIA-2,78.04032729064936,100.00000000000001,48.44858080837486,100.00000000000001,104.91959148210684,100.00000000000001,100.00000000000001,85.95453807520572,104.91959148210684,84.578914151568,100.00000000000001,65.79738661075028,74.28878343046222,100.00000000000001,40.65105913063904,118.8143355704114,0.0,100.00000000000001,101.19157848513346,83.09620228611729,100.00000000000001,77.83702656893787,111.66875759992365,100.00000000000001,85.53182491146505,160.65638268225115,163.42134706236556,104.91959148210691,100.00000000000001,100.00000000000001,126.1198625820171,100.00000000000001,100.00000000000001,149.53327529998273,100.00000000000001,138.6960546142426,104.48240713662098,100.00000000000001,126.77884161602455,100.00000000000001,100.00000000000001,104.91959148210684,100.00000000000001,186.24713983923886,100.00000000000001,100.00000000000001,190.1640956705628,100.00000000000001,145.8540171288407,41.83961994148767,82.61747593088882,96.00147942757727,95.08368715266978,100.00000000000001,97.51341967226534,95.3998659246454,100.00000000000001,142.6190410507775,102.51097749906698,115.8393204555787,100.00000000000001,106.30761177690876,153.28240556505415,100.00000000000001,193.4394518122655,100.00000000000001,105.26163908247793,100.00000000000001,89.23361215352533,100.00000000000001,104.91959148210684,59.0187046113998,82.70993392313706,91.8050523761902,166.68889629876625,148.50534501171657,131.14866969393944,82.4866593829456,104.76989600660566,116.84249236252708,78.20826039914147,100.00000000000001,121.40832860590773,100.00000000000001,100.00000000000001,95.08368715266963,86.73777330028864,100.00000000000001,140.98457402337667,192.46218447904695,100.00000000000001,100.00000000000001,104.91959148210684,47.67594915520421,100.00000000000001,68.7837112765579,103.11418957999949,145.84336407691112,100.00000000000001,100.00000000000001,100.00000000000001,61
MENPIT,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
WARCSA-3,121.32490226557206,100.0,106.91992863958866,100.0,114.30611759104976,100.0,100.0,104.78457510116641,114.30611759104976,113.35818734356515,100.0,115.93435774149825,133.7582067096898,100.0,104.78457510116644,164.71522244111844,101.19157848513346,100.0,0.0,151.94753259217785,100.0,101.56192781352385,164.70588235294122,100.0,119.97098289073983,200.0,140.66259126410145,114.30611759104983,100.0,100.0,129.71285919805004,100.0,100.0,157.0934831018647,100.0,142.66979642634033,104.77772589119506,100.0,97.61649075060328,100.0,100.0,114.30611759104976,100.0,196.0830441686761,100.0,100.0,200.0,100.0,152.7256485213527,104.78457510116645,109.14521019050638,112.70901514952651,114.30611759104993,100.0,114.3061175910498,114.30611759104971,100.0,161.53794815626992,155.45696539485363,120.4173102067628,100.0,109.90060839294168,190.47845751011678,100.0,200.0000000000001,100.0,125.1567788087757,100.0,141.38214581365386,100.0,114.30611759104976,104.78457510116637,111.23317449124872,71.08128964316873,166.68889629876625,175.048785063103,200.0,80.26791674829464,170.19591163052792,74.09895603993486,139.7119390548745,100.0,169.66839058207415,100.0,100.0,114.30611759104977,114.30611759104971,100.0,200.0,163.95257076045445,100.0,100.0,114.30611759104976,104.78457510116633,100.0,137.6486592690406,119.41931177882682,117.55649117986566,100.0,100.0,100.0,21
GAROMI-3,95.81296460696377,99.99999999999993,91.88769249396806,99.99999999999993,151.94753259217782,99.99999999999993,99.99999999999993,139.53974873823486,151.94753259217782,113.57160197586042,99.99999999999993,76.35235726491632,93.95371364874576,99.99999999999993,83.58290757935339,112.91618124796555,83.09620228611729,99.99999999999993,151.94753259217785,0.0,99.99999999999993,125.25835841066645,78.12148613744459,99.99999999999993,95.41060059777426,152.01151723586332,170.70401852178944,151.9475325921779,99.99999999999993,99.99999999999993,143.94945213148858,99.99999999999993,99.99999999999993,154.80360049418553,99.99999999999993,156.69675345129048,119.89122610573465,99.99999999999993,143.61402564411642,99.99999999999993,99.99999999999993,151.94753259217782,99.99999999999993,156.02865722154337,99.99999999999993,99.99999999999993,167.9436935135567,99.99999999999993,130.19088452479275,93.60412519712179,102.83454555638995,129.7253103699556,129.79184396942347,99.99999999999993,144.54136078233634,151.9475325921778,99.99999999999993,133.9741756043897,82.1923838544942,143.43966795009308,99.99999999999993,151.94753259217794,154.3656580386438,99.99999999999993,200.0,99.99999999999993,98.17886387108571,99.99999999999993,82.03339907761062,99.99999999999993,151.94753259217782,103.95904982804123,108.57047138875348,149.0942988322368,158.69081583807673,121.16758660002506,123.44008866443477,134.55496959190285,96.62577514543132,151.9475325921779,85.24118810937824,99.99999999999993,110.33259245217677,99.99999999999993,99.99999999999993,129.72531036995562,133.76571441035964,99.99999999999993,112.0211149324162,192.16347662378405,99.99999999999993,99.99999999999993,151.94753259217782,91.49046323629845,99.99999999999993,72.71228314413025,94.81056763156744,156.26700015632318,99.99999999999993,99.99999999999993,99.99999999999993,25
PENHTO,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
PERHYL,80.1453852645742,99.99999999999983,82.7428784182776,99.99999999999983,115.52574297010348,99.99999999999983,99.99999999999983,72.02205044928658,115.52574297010348,64.28045194875408,99.99999999999983,83.60038661413111,85.62749125211255,99.99999999999983,58.08351656739603,129.1415029262145,77.83702656893787,99.99999999999983,101.56192781352385,125.25835841066645,99.99999999999983,0.0,129.13216283803726,99.99999999999983,75.3350726704643,186.673181999911,175.37552691284094,115.52574297010355,99.99999999999983,99.99999999999983,112.58076568775556,99.99999999999983,99.99999999999983,123.7076918273115,99.99999999999983,135.82405511633092,106.60565945537739,99.99999999999983,124.72708502825553,99.99999999999983,99.99999999999983,115.52574297010348,99.99999999999983,175.41209315997818,99.99999999999983,99.99999999999983,191.07991648527374,99.99999999999983,126.6734714963321,67.9978510429589,86.89830867569127,61.06811674710236,106.60565945537753,99.99999999999983,108.11957116026198,115.52574297010345,99.99999999999983,162.24389678488555,137.68787472806832,130.02882420566812,99.99999999999983,92.76851488264721,148.59137201818118,99.99999999999983,199.99999999999994,99.99999999999983,97.44472126600913,99.99999999999983,115.66296354470617,99.99999999999983,115.52574297010348,75.54528896983699,70.08665784358664,85.41576799744682,157.80435096537354,122.99572078185003,182.23090933321475,85.36912455709384,119.90419589900402,102.17023316003325,113.02276487336312,99.99999999999983,125.77571943974513,99.99999999999983,99.99999999999983,106.60565945537738,111.08347030340717,99.99999999999983,182.23090933321475,195.55772733330363,99.99999999999983,99.99999999999983,115.52574297010348,79.10372168597655,99.99999999999983,99.78780460793507,99.63936639888573,141.41359727233746,99.99999999999983,99.99999999999983,99.99999999999983,45
INUJAT,108.55392962106313,100.00000000000003,127.60537945691112,100.00000000000003,164.7058823529412,100.00000000000003,100.00000000000003,152.29809849899823,164.7058823529412,122.24043197753434,100.00000000000003,105.8814301829598,119.40642852658688,100.00000000000003,108.90289018038737,105.89480639207953,111.66875759992365,100.00000000000003,164.70588235294122,78.12148613744459,100.00000000000003,129.13216283803726,0.0,100.00000000000003,118.48142362582176,176.47058823529414,179.81779957953745,164.70588235294127,100.00000000000003,100.00000000000003,152.94117647058843,100.00000000000003,100.00000000000003,152.84254701625727,100.00000000000003,156.65330683089454,152.94117647058826,100.00000000000003,152.20562193084908,100.00000000000003,100.00000000000003,164.7058823529412,100.00000000000003,172.55570816222743,100.00000000000003,100.00000000000003,188.2352941176471,100.00000000000003,152.94117647058835,112.7416242248286,120.28917997354162,141.1764705882353,152.94117647058843,100.00000000000003,157.2997105430997,164.70588235294116,100.00000000000003,147.3196658080881,105.88235294117649,151.3767699052165,100.00000000000003,164.7058823529413,153.3405888786431,100.00000000000003,200.00000000000014,100.00000000000003,126.8854731207865,100.00000000000003,105.79720762592815,100.00000000000003,164.7058823529412,141.17647058823528,141.6204217536071,153.3014984633078,143.1594845340604,110.33253995239704,147.89915966386556,147.3133193526662,103.8611415825207,164.70588235294133,122.26975780194253,100.00000000000003,127.93884691811857,100.00000000000003,100.00000000000003,152.94117647058826,146.524064171123,100.00000000000003,141.1764705882353,200.00000000000009,100.00000000000003,100.00000000000003,164.7058823529412,119.34239582042133,100.00000000000003,104.49022650964162,88.84592863848026,150.12404711767465,100.00000000000003,100.00000000000003,100.00000000000003,17
FALSAT-3,100.00000000000044,0,100.00000000000003,0,100.0,0,0,100.00000000000003,100.0,100.00000000000007,0,99.99999999999986,100.00000000000016,0,100.00000000000003,99.99999999999984,100.00000000000001,0,100.0,99.99999999999993,0,99.99999999999983,100.00000000000003,0,99.99999999999987,100.0,99.99999999999984,100.00000000000007,0,0,100.00000000000018,0,0,100.00000000000017,0,99.99999999999932,100.00000000000001,0,100.0,0,0,100.0,0,99.99999999999997,0,0,100.0,0,100.0000000000001,100.00000000000007,100.00000000000009,100.0,100.00000000000017,0,100.00000000000004,99.99999999999997,0,100.00000000000001,100.00000000000001,100.00000000000023,0,100.00000000000009,100.00000000000011,0,100.00000000000006,0,100.0000000000001,0,99.99999999999987,0,100.0,99.99999999999999,99.99999999999999,99.99999999999969,99.99999999999997,99.99999999999979,100.0,100.00000000000006,99.99999999999989,100.00000000000007,100.00000000000018,0,99.99999999999994,0,0,100.00000000000001,99.99999999999996,0,100.0,100.00000000000006,0,0,100.0,99.99999999999994,0,100.0,100.00000000000009,100.00000000000003,0,0,0,0
PITSRA-2,44.50003396021224,99.99999999999987,97.50768328503214,99.99999999999987,136.38475163862677,99.99999999999987,99.99999999999987,100.64402501083843,136.38475163862677,63.34643080085631,99.99999999999987,77.44206724271571,78.23171567860913,99.99999999999987,72.41261790429535,115.68580486769004,85.53182491146505,99.99999999999987,119.97098289073983,95.41060059777426,99.99999999999987,75.3350726704643,118.48142362582176,99.99999999999987,0.0,182.08021172919055,160.51956605712718,136.38475163862688,99.99999999999987,99.99999999999987,110.39181324343983,99.99999999999987,99.99999999999987,126.5505125022777,99.99999999999987,113.5955019463655,110.17223673418752,99.99999999999987,123.68699440777752,99.99999999999987,99.99999999999987,136.38475163862677,99.99999999999987,167.10398964427412,99.99999999999987,99.99999999999987,175.16593034716135,99.99999999999987,115.45311005514633,67.20627258015212,103.26706978261265,82.5630504687097,114.22906301587241,99.99999999999987,128.97857982878529,132.24941588382458,99.99999999999987,155.77219858811262,127.90046637010352,111.30597829198793,99.99999999999987,108.93163600774697,150.15540732726777,99.99999999999987,200.0,99.99999999999987,70.40367129326306,99.99999999999987,87.78714636431278,99.99999999999987,136.38475163862677,96.5146011813276,67.62478148066612,100.62555337003,159.7966700407626,133.45186730129836,169.67558291003567,101.89880510180579,81.87731625765383,114.80915903959055,89.81727211770466,99.99999999999987,96.27886021245187,99.99999999999987,99.99999999999987,114.16252941640457,128.11545857427402,99.99999999999987,173.81091866483786,194.55465483195644,99.99999999999987,99.99999999999987,136.38475163862677,85.31643343317602,99.99999999999987,81.44409195364143,80.9435192541512,141.0749860566017,99.99999999999987,99.99999999999987,99.99999999999987,145
PEAHOP-2,174.32197146773183,100.0,143.01011570446246,100.0,200.0,100.0,100.0,188.5465876447066,200.0,184.64962775347306,100.0,133.33071885171964,149.98665955176102,100.0,171.79645018980202,199.99999999999983,160.65638268225115,100.0,200.0,152.01151723586332,100.0,186.673181999911,176.47058823529414,100.0,182.08021172919055,0.0,199.99999999999983,200.00000000000006,100.0,100.0,200.00000000000017,100.0,100.0,200.00000000000017,100.0,199.99999999999932,200.0,100.0,191.66649305193857,100.0,100.0,200.0,100.0,199.99999999999997,100.0,100.0,200.0,100.0,200.0000000000001,170.82829630247204,200.00000000000009,200.0,200.00000000000017,100.0,200.00000000000006,199.99999999999997,100.0,151.38919759946657,166.72582076308782,190.00316566420653,100.0,200.00000000000009,200.0000000000001,100.0,200.00000000000006,100.0,182.6309788805039,100.0,154.89698051406765,100.0,200.0,150.06254691018262,188.67924528301887,199.9999999999997,199.99999999999997,199.99999999999977,57.14285714285714,191.3152981023927,171.81661217878346,200.00000000000006,159.5476728960839,100.0,124.76931606669044,100.0,100.0,200.0,199.99999999999994,100.0,100.0,200.00000000000006,100.0,100.0,200.0,140.68524155154915,100.0,117.24090360406967,184.1997155948808,193.74706893856498,100.0,100.0,100.0,1
AINSAP-2,161.62084385130197,99.99999999999984,179.8177995795374,99.99999999999984,179.81779957953736,99.99999999999984,99.99999999999984,179.81779957953736,179.81779957953736,164.46742733301045,99.99999999999984,175.89607715905018,156.45867471294198,99.99999999999984,179.81779957953742,169.79677645409927,163.42134706236556,99.99999999999984,140.66259126410145,170.70401852178944,99.99999999999984,175.37552691284094,179.81779957953745,99.99999999999984,160.51956605712718,199.99999999999983,0.0,179.81779957953742,99.99999999999984,99.99999999999984,169.7967764540996,99.99999999999984,99.99999999999984,161.9525625423862,99.99999999999984,157.31896720745993,179.81779957953736,99.99999999999984,161.39319242124472,99.99999999999984,99.99999999999984,179.81779957953736,99.99999999999984,191.49561842027856,99.99999999999984,99.99999999999984,199.99999999999983,99.99999999999984,179.81779957953745,179.81779957953745,179.81779957953745,179.81779957953734,179.81779957953754,99.99999999999984,179.8177995795374,179.81779957953734,99.99999999999984,180.18019421274482,179.8177995795374,129.8269633443453,99.99999999999984,169.79677645409953,188.61647830842136,99.99999999999984,171.0409221783003,99.99999999999984,168.96161846221298,99.99999999999984,170.01108982872572,99.99999999999984,179.81779957953736,179.8177995795374,172.2706297682166,161.16414770610712,179.81779957953728,174.55931543966153,199.99999999999983,162.4252365792624,165.1801660149874,159.70567624386828,169.79677645409961,99.99999999999984,168.2992752762265,99.99999999999984,99.99999999999984,179.81779957953736,179.8177995795373,99.99999999999984,199.99999999999983,159.5586872104655,99.99999999999984,99.99999999999984,179.81779957953736,170.44918957407413,99.99999999999984,172.72692184199641,153.0007066339361,138.54462700904708,99.99999999999984,99.99999999999984,99.99999999999984,20
SCAWWH-2,141.9890670205825,100.00000000000007,83.9580974377049,100.00000000000007,7.105427357601002e-14,100.00000000000007,100.00000000000007,78.46556150447131,7.105427357601002e-14,122.87972983344858,100.00000000000007,125.45590023138169,143.27974919957322,100.00000000000007,101.68256899558844,170.59601870093206,104.91959148210691,100.00000000000007,114.30611759104983,151.9475325921779,100.00000000000007,115.52574297010355,164.70588235294127,100.00000000000007,136.38475163862688,200.00000000000006,179.81779957953742,0.0,100.00000000000007,100.00000000000007,139.23440168793346,100.00000000000007,100.00000000000007,168.57607906967644,100.00000000000007,175.00081462413203,114.31831146605826,100.00000000000007,145.8363715910749,100.00000000000007,100.00000000000007,7.105427357601002e-14,100.00000000000007,196.08304416867617,100.00000000000007,100.00000000000007,200.00000000000006,100.00000000000007,162.2471910112361,105.57755638000758,117.9691388750623,122.23055763940992,22.155688622754425,100.00000000000007,7.406171809841566,9.51972555746151,100.00000000000007,190.13114025338973,155.45696539485368,156.60374214831987,100.00000000000007,119.4221508828251,200.0000000000002,100.00000000000007,200.00000000000017,100.00000000000007,147.70834464411763,100.00000000000007,156.78771415402414,100.00000000000007,7.105427357601002e-14,99.974981235927,120.75471698113215,90.81891514408696,166.68889629876628,184.57032755298644,200.00000000000006,115.88866212167272,184.46412996398465,133.2356662449225,149.22985358885862,100.00000000000007,182.16011247079328,100.00000000000007,100.00000000000007,22.22222222222228,18.181818181818272,100.00000000000007,200.00000000000006,200.0000000000001,100.00000000000007,100.00000000000007,7.105427357601002e-14,109.17037383906981,100.00000000000007,147.17020175892404,143.8563227471429,164.60215726121623,100.00000000000007,100.00000000000007,100.00000000000007,3
